Time, Valve, Pump Dir, Pump Time, Measure Time, Purge Time, Notes
9/1/2018 0:03:33, 1, Forward, 35, 20, 37, Automatic
9/1/2018 0:04:29, 1, Reverse, 35, 20, 37, Automatic
9/1/2018 0:07:33, 2, Forward, 39, 21, 41, Automatic
9/1/2018 0:08:33, 2, Reverse, 39, 21, 41, Automatic
9/1/2018 0:11:33, 3, Forward, 42, 22, 44, Automatic
9/1/2018 0:12:37, 3, Reverse, 42, 22, 44, Automatic
9/1/2018 0:15:33, 4, Forward, 44, 23, 46, Automatic
9/1/2018 0:16:40, 4, Reverse, 44, 23, 46, Automatic
9/1/2018 0:19:33, 5, Forward, 49, 24, 51, Automatic
9/1/2018 0:20:46, 5, Reverse, 49, 24, 51, Automatic
9/1/2018 0:23:33, 6, Forward, 51, 25, 53, Automatic
9/1/2018 0:24:49, 6, Reverse, 51, 25, 53, Automatic
9/1/2018 0:27:33, 7, Forward, 54, 26, 57, Automatic
9/1/2018 0:28:53, 7, Reverse, 54, 26, 57, Automatic
9/1/2018 0:31:33, 8, Forward, 65, 27, 67, Automatic
9/1/2018 0:33:05, 8, Reverse, 65, 27, 67, Automatic
9/1/2018 0:35:33, 9, Forward, 70, 28, 72, Automatic
9/1/2018 0:37:11, 9, Reverse, 70, 28, 72, Automatic
9/1/2018 0:39:33, 1, Forward, 35, 20, 37, Automatic
9/1/2018 0:40:28, 1, Reverse, 35, 20, 37, Automatic
9/1/2018 0:43:33, 2, Forward, 39, 21, 41, Automatic
9/1/2018 0:44:33, 2, Reverse, 39, 21, 41, Automatic
9/1/2018 0:47:33, 3, Forward, 42, 22, 44, Automatic
9/1/2018 0:48:37, 3, Reverse, 42, 22, 44, Automatic
9/1/2018 0:51:33, 4, Forward, 44, 23, 46, Automatic
9/1/2018 0:52:40, 4, Reverse, 44, 23, 46, Automatic
9/1/2018 0:55:33, 5, Forward, 49, 24, 51, Automatic
9/1/2018 0:56:46, 5, Reverse, 49, 24, 51, Automatic
9/1/2018 0:59:33, 6, Forward, 51, 25, 53, Automatic
9/1/2018 1:00:49, 6, Reverse, 51, 25, 53, Automatic
9/1/2018 1:03:33, 7, Forward, 54, 26, 57, Automatic
9/1/2018 1:04:53, 7, Reverse, 54, 26, 57, Automatic
9/1/2018 1:07:33, 8, Forward, 65, 27, 67, Automatic
9/1/2018 1:09:05, 8, Reverse, 65, 27, 67, Automatic
9/1/2018 1:11:33, 9, Forward, 70, 28, 72, Automatic
9/1/2018 1:13:11, 9, Reverse, 70, 28, 72, Automatic
9/1/2018 1:15:33, 1, Forward, 35, 20, 37, Automatic
9/1/2018 1:16:28, 1, Reverse, 35, 20, 37, Automatic
9/1/2018 1:19:33, 2, Forward, 39, 21, 41, Automatic
9/1/2018 1:20:33, 2, Reverse, 39, 21, 41, Automatic
9/1/2018 1:23:33, 3, Forward, 42, 22, 44, Automatic
9/1/2018 1:24:37, 3, Reverse, 42, 22, 44, Automatic
9/1/2018 1:27:33, 4, Forward, 44, 23, 46, Automatic
9/1/2018 1:28:40, 4, Reverse, 44, 23, 46, Automatic
9/1/2018 1:31:33, 5, Forward, 49, 24, 51, Automatic
9/1/2018 1:32:46, 5, Reverse, 49, 24, 51, Automatic
9/1/2018 1:35:33, 6, Forward, 51, 25, 53, Automatic
9/1/2018 1:36:49, 6, Reverse, 51, 25, 53, Automatic
9/1/2018 1:39:33, 7, Forward, 54, 26, 57, Automatic
9/1/2018 1:40:53, 7, Reverse, 54, 26, 57, Automatic
9/1/2018 1:43:33, 8, Forward, 65, 27, 67, Automatic
9/1/2018 1:45:05, 8, Reverse, 65, 27, 67, Automatic
9/1/2018 1:47:33, 9, Forward, 70, 28, 72, Automatic
9/1/2018 1:49:11, 9, Reverse, 70, 28, 72, Automatic
9/1/2018 1:51:33, 1, Forward, 35, 20, 37, Automatic
9/1/2018 1:52:28, 1, Reverse, 35, 20, 37, Automatic
9/1/2018 1:55:33, 2, Forward, 39, 21, 41, Automatic
9/1/2018 1:56:33, 2, Reverse, 39, 21, 41, Automatic
9/1/2018 1:59:33, 3, Forward, 42, 22, 44, Automatic
9/1/2018 2:00:37, 3, Reverse, 42, 22, 44, Automatic
9/1/2018 2:03:33, 4, Forward, 44, 23, 46, Automatic
9/1/2018 2:04:40, 4, Reverse, 44, 23, 46, Automatic
9/1/2018 2:07:33, 5, Forward, 49, 24, 51, Automatic
9/1/2018 2:08:46, 5, Reverse, 49, 24, 51, Automatic
9/1/2018 2:11:33, 6, Forward, 51, 25, 53, Automatic
9/1/2018 2:12:49, 6, Reverse, 51, 25, 53, Automatic
9/1/2018 2:15:33, 7, Forward, 54, 26, 57, Automatic
9/1/2018 2:16:53, 7, Reverse, 54, 26, 57, Automatic
9/1/2018 2:19:33, 8, Forward, 65, 27, 67, Automatic
9/1/2018 2:21:05, 8, Reverse, 65, 27, 67, Automatic
9/1/2018 2:23:33, 9, Forward, 70, 28, 72, Automatic
9/1/2018 2:25:11, 9, Reverse, 70, 28, 72, Automatic
9/1/2018 2:27:33, 1, Forward, 35, 20, 37, Automatic
9/1/2018 2:28:28, 1, Reverse, 35, 20, 37, Automatic
9/1/2018 2:31:33, 2, Forward, 39, 21, 41, Automatic
9/1/2018 2:32:33, 2, Reverse, 39, 21, 41, Automatic
9/1/2018 2:35:33, 3, Forward, 42, 22, 44, Automatic
9/1/2018 2:36:37, 3, Reverse, 42, 22, 44, Automatic
9/1/2018 2:39:33, 4, Forward, 44, 23, 46, Automatic
9/1/2018 2:40:40, 4, Reverse, 44, 23, 46, Automatic
9/1/2018 2:43:33, 5, Forward, 49, 24, 51, Automatic
9/1/2018 2:44:46, 5, Reverse, 49, 24, 51, Automatic
9/1/2018 2:47:33, 6, Forward, 51, 25, 53, Automatic
9/1/2018 2:48:49, 6, Reverse, 51, 25, 53, Automatic
9/1/2018 2:51:33, 7, Forward, 54, 26, 57, Automatic
