Time, Valve, Pump Dir, Pump Time, Measure Time, Purge Time, Notes
8/2/2018 20:14:51, 1, Forward, 1.20, NA, NA, Manual
8/2/2018 20:15:30, 1, Forward, 20, 20, 20, Automatic
8/2/2018 20:16:13, 1, Reverse, 20, 20, 20, Automatic
8/2/2018 20:17:23, 2, Forward, 1.80, NA, NA, Manual
8/2/2018 20:19:30, 1, Forward, 20, 20, 20, Automatic
8/2/2018 20:20:13, 1, Reverse, 20, 20, 20, Automatic
8/2/2018 20:27:30, 1, Forward, 20, 20, 20, Automatic
8/2/2018 20:28:13, 1, Reverse, 20, 20, 20, Automatic
8/2/2018 20:30:37, 2, Forward, 21, 21, 21, Automatic
8/2/2018 20:31:11, 2, 8/2/2018 20:31:24, 2, Reverse, 21, 21, 21, Automatic
8/2/2018 20:31:24, 2, Forward, 1.30, NA, NA, Manual
8/2/2018 20:31:30, 2, Forward, 1.20, NA, NA, Manual
8/2/2018 20:33:43, 1, Forward, 20, 20, 20, Automatic
8/2/2018 20:34:27, 1, Reverse, 20, 20, 20, Automatic
8/2/2018 20:35:30, 1, Forward, 20, 20, 20, Automatic
8/2/2018 20:37:57, 1, Forward, 1.50, NA, NA, Manual
8/2/2018 20:42:35, 1, Forward, 20, 20, 20, Automatic
8/2/2018 20:42:46, 1, Forward, 0.70, NA, NA, Manual
8/2/2018 20:42:48, 1, 8/2/2018 20:43:20, 1, Reverse, 20, 20, 20, Automatic
8/3/2018 17:50:53, 1, Forward, 20, 20, 20, Automatic
8/3/2018 17:51:02, 1, Forward, 3.50, NA, NA, Manual
8/3/2018 17:51:47, 1, Reverse, 20, 20, 20, Automatic
8/5/2018 17:09:24, 1, Forward, 6.30, NA, NA, Manual
8/5/2018 17:09:40, 1, Forward, 26.20, NA, NA, Manual
8/5/2018 17:19:36, 1, Forward, 4.80, NA, NA, Manual
8/5/2018 17:19:47, 1, Forward, 0.70, NA, NA, Manual
8/5/2018 17:20:06, 3, Forward, 2.20, NA, NA, Manual
8/5/2018 17:20:52, 3, Forward, 22, 22, 22, Automatic
8/5/2018 17:21:47, 3, Reverse, 22, 22, 22, Automatic
8/6/2018 10:43:04, 1, Forward, 6.90, NA, NA, Manual
8/6/2018 10:43:19, 1, Forward, 3.00, NA, NA, Manual
8/6/2018 10:45:59, 1, Forward, 4.60, NA, NA, Manual
8/6/2018 10:46:05, 1, Reverse, 1.60, NA, NA, Manual
8/6/2018 10:46:14, 4, Reverse, 3.00, NA, NA, Manual
8/6/2018 10:46:19, 4, Forward, 1.30, NA, NA, Manual
8/6/2018 10:46:23, 5, Reverse, 1.80, NA, NA, Manual
8/6/2018 10:46:30, 12, Reverse, 2.20, NA, NA, Manual
8/6/2018 10:50:33, 12, Reverse, 1.20, NA, NA, Manual
8/6/2018 10:50:37, 1, Reverse, 1.50, NA, NA, Manual
8/6/2018 10:50:48, 1, Reverse, 4.50, NA, NA, Manual
8/6/2018 10:52:07, 1, Reverse, 2.10, NA, NA, Manual
8/6/2018 10:52:13, 1, Forward, 1.20, NA, NA, Manual
8/6/2018 10:52:17, 2, Reverse, 2.00, NA, NA, Manual
8/6/2018 10:55:00, 1, Forward, 2.60, NA, NA, Manual
8/6/2018 10:55:04, 1, Reverse, 10.50, NA, NA, Manual
8/6/2018 10:57:10, 1, Forward, 0.50, NA, NA, Manual
