Reservoir,Site,DateTime,Depth_m,TFe_mgL,TMn_mgL,SFe_mgL,SMn_mgL,Flag_DateTime,Flag_TFe,Flag_TMn,Flag_SFe,Flag_SMn
FCR,100,2018-09-17 12:00:00,0.1,0.736,0.073,0.06,0.002,1,0,0,0,0
BVR,50,2018-09-21 12:00:00,0.1,0.544,0.025,0.199,0.002,1,0,0,0,0
BVR,50,2018-09-21 12:00:00,3,0.578,0.03,0.194,0.001,1,0,0,0,3
BVR,50,2018-09-21 12:00:00,6,5.012,1.952,4.017,1.941,1,0,0,0,0
BVR,50,2018-09-21 12:00:00,9,22.402,1.966,21.808,1.967,1,0,0,0,0
FCR,50,2018-09-24 12:00:00,0.1,0.448,0.013,0.2,0.006,1,0,0,0,0
FCR,50,2018-09-24 12:00:00,1.6,0.432,0.012,0.221,0.005,1,0,0,0,0
FCR,50,2018-09-24 12:00:00,3.8,0.636,0.047,0.3,0.022,1,0,0,0,0
FCR,50,2018-09-24 12:00:00,5,2.223,0.675,1.949,0.741,1,0,0,0,0
FCR,50,2018-09-24 12:00:00,6.2,6.351,1.298,6.238,1.304,1,0,0,0,0
FCR,50,2018-09-24 12:00:00,8,12.191,1.455,12.113,1.436,1,0,0,0,0
FCR,50,2018-09-24 12:00:00,9,11.146,1.298,11.441,1.33,1,0,0,0,0
FCR,50,2018-09-24 12:00:00,9.5,20.827,1.56,20.661,1.562,1,0,0,0,0
FCR,100,2018-09-24 12:00:00,0.1,0.277,0.027,0.031,0.002,1,0,0,0,0
FCR,50,2018-10-01 12:00:00,0.1,0.607,0.026,0.343,0.013,1,0,0,0,0
FCR,50,2018-10-01 12:00:00,1.6,0.586,0.025,0.336,0.01,1,0,0,0,0
FCR,50,2018-10-01 12:00:00,3.8,0.996,0.189,0.323,0.133,1,0,0,0,0
FCR,50,2018-10-01 12:00:00,5,2.815,0.76,2.518,0.929,1,0,0,0,0
FCR,50,2018-10-01 12:00:00,6.2,7.47,1.212,6.516,1.152,1,0,0,0,0
FCR,50,2018-10-01 12:00:00,8,13.233,1.45,10.22,1.259,1,0,0,0,0
FCR,50,2018-10-01 12:00:00,9,16.756,1.43,15.925,1.417,1,0,0,0,0
FCR,50,2018-10-01 12:00:00,9.5,17.394,1.48,17.663,1.506,1,0,0,0,0
FCR,100,2018-10-01 12:00:00,0.1,0.195,0.021,0.034,0.002,1,0,0,0,0
BVR,50,2018-10-05 12:00:00,0.1,0.397,0.021,0.123,0.001,1,0,0,0,3
BVR,50,2018-10-05 12:00:00,3,0.419,0.025,0.125,0.004,1,0,0,0,0
BVR,50,2018-10-05 12:00:00,6,3.001,2.43,2.647,2.418,1,0,0,0,0
BVR,50,2018-10-05 12:00:00,9,19.829,1.967,19.391,1.947,1,0,0,0,0
BVR,50,2018-10-05 12:00:00,11,38.867,2.45,38.236,2.419,1,0,0,0,0
FCR,50,2018-10-08 12:00:00,0.1,0.435,0.015,0.251,0.006,1,0,0,0,0
FCR,50,2018-10-08 12:00:00,1.6,0.531,0.016,0.275,0.008,1,0,0,0,0
FCR,50,2018-10-08 12:00:00,3.8,0.958,0.156,0.432,0.146,1,0,0,0,0
FCR,50,2018-10-08 12:00:00,5,4.562,0.965,3.34,0.959,1,0,0,0,0
FCR,50,2018-10-08 12:00:00,6.2,10.763,1.394,10.701,1.37,1,0,0,0,0
FCR,50,2018-10-08 12:00:00,8,17.488,1.617,17.525,1.625,1,0,0,0,0
FCR,50,2018-10-08 12:00:00,9,22.298,1.695,22.52,1.713,1,0,0,0,0
FCR,50,2018-10-08 12:00:00,9.5,42.382,2.29,41.61,2.278,1,0,0,0,0
FCR,100,2018-10-08 12:00:00,0.1,0.392,0.054,0.026,0.002,1,0,0,0,0
FCR,50,2018-10-15 12:00:00,0.1,1.178,0.106,0.53,0.043,1,0,0,0,0
FCR,50,2018-10-15 12:00:00,1.6,1.181,0.107,0.59,0.036,1,0,0,0,0
FCR,50,2018-10-15 12:00:00,3.8,1.414,0.148,0.586,0.057,1,0,0,0,0
FCR,50,2018-10-15 12:00:00,5,1.44,0.158,0.664,0.081,1,0,0,0,0
FCR,50,2018-10-15 12:00:00,6.2,3.909,0.662,0.949,0.585,1,0,0,0,0
FCR,50,2018-10-15 12:00:00,8,10.659,1.149,9.755,1.13,1,0,0,0,0
FCR,50,2018-10-15 12:00:00,9,22.198,1.763,22.89,1.798,1,0,0,0,0
FCR,50,2018-10-15 12:00:00,9.5,43.499,2.394,43.282,2.416,1,0,0,0,0
FCR,100,2018-10-15 12:00:00,0.1,0.939,0.131,0.197,0.001,1,0,0,0,3
BVR,50,2018-10-19 12:00:00,0.1,0.75,0.175,0.183,0.065,1,0,0,0,0
BVR,50,2018-10-19 12:00:00,3,0.754,0.179,0.248,0.062,1,0,0,0,0
BVR,50,2018-10-19 12:00:00,6,0.829,0.21,0.236,0.099,1,0,0,0,0
BVR,50,2018-10-19 12:00:00,9,27.772,2.32,26.714,2.268,1,0,0,0,0
FCR,50,2018-10-21 12:00:00,0.1,1.711,0.157,0.693,0.151,1,0,0,0,0
FCR,50,2018-10-21 12:00:00,5,1.847,0.164,0.685,0.141,1,0,0,0,0
FCR,50,2018-10-21 12:00:00,9,31.438,2.023,31.271,2.046,1,0,0,0,0
FCR,50,2018-10-22 12:00:00,0.1,1.916,0.169,0.696,0.147,1,0,0,0,0
FCR,50,2018-10-22 12:00:00,1.6,1.916,0.168,0.856,0.147,1,0,0,0,0
FCR,50,2018-10-22 12:00:00,3.8,1.935,0.168,0.809,0.147,1,0,0,0,0
FCR,50,2018-10-22 12:00:00,5,1.922,0.168,0.709,0.144,1,0,0,0,0
FCR,50,2018-10-22 12:00:00,6.2,2.483,0.208,0.928,0.173,1,0,0,0,0
FCR,50,2018-10-22 12:00:00,8,6.013,0.455,4.368,0.417,1,0,0,0,0
FCR,50,2018-10-22 12:00:00,9,30.762,1.999,28.756,1.951,1,0,0,0,0
FCR,50,2018-10-22 12:00:00,9.5,20.033,1.324,18.3,1.273,1,0,0,0,0
FCR,100,2018-10-22 12:00:00,0.1,0.569,0.03,0.201,0.002,1,0,0,0,0
FCR,50,2018-10-29 12:00:00,0.1,1.643,0.11,0.963,0.097,1,0,0,0,0
FCR,50,2018-10-29 12:00:00,1.6,1.629,0.108,0.931,0.094,1,0,0,0,0
FCR,50,2018-10-29 12:00:00,3.8,1.627,0.108,0.951,0.093,1,0,0,0,0
FCR,50,2018-10-29 12:00:00,5,1.615,0.107,1.055,0.093,1,0,0,0,0
FCR,50,2018-10-29 12:00:00,6.2,1.617,0.108,0.914,0.093,1,0,0,0,0
FCR,50,2018-10-29 12:00:00,8,1.609,0.107,0.974,0.092,1,0,0,0,0
FCR,50,2018-10-29 12:00:00,9,1.619,0.108,0.999,0.092,1,0,0,0,0
FCR,50,2018-10-29 12:00:00,9.5,1.683,0.111,1.058,0.095,1,0,0,0,0
FCR,100,2018-10-29 12:00:00,0.1,0.703,0.02,0.415,0.001,1,0,0,0,3
BVR,50,2018-11-02 12:00:00,0.1,1.67,0.274,0.553,0.239,1,0,0,0,0
BVR,50,2018-11-02 12:00:00,3,1.728,0.276,0.626,0.242,1,0,0,0,0
BVR,50,2018-11-02 12:00:00,6,1.853,0.293,0.619,0.25,1,0,0,0,0
BVR,50,2018-11-02 12:00:00,9,2.514,0.336,0.418,0.301,1,0,0,0,0
BVR,50,2018-11-02 12:00:00,11,41.043,2.535,49.012,2.89,1,0,0,0,0
BVR,50,2018-11-16 12:00:00,0.1,1.3,0.203,0.755,0.187,1,0,0,0,0
BVR,50,2018-11-16 12:00:00,3,1.29,0.205,0.736,0.188,1,0,0,0,0
BVR,50,2018-11-16 12:00:00,6,1.29,0.203,0.562,0.191,1,0,0,0,0
BVR,50,2018-11-16 12:00:00,9,1.275,0.203,0.69,0.188,1,0,0,0,0
BVR,50,2018-11-16 12:00:00,11,1.395,0.206,0.724,0.193,1,0,0,0,0
FCR,50,2018-11-19 12:00:00,0.1,0.961,0.039,0.714,0.037,1,0,0,0,0
FCR,50,2018-11-19 12:00:00,1.6,0.954,0.038,0.675,0.035,1,0,0,0,0
FCR,50,2018-11-19 12:00:00,3.8,0.963,0.038,0.676,0.034,1,0,0,0,0
FCR,50,2018-11-19 12:00:00,5,0.959,0.038,0.69,0.035,1,0,0,0,0
FCR,50,2018-11-19 12:00:00,6.2,0.963,0.038,0.676,0.035,1,0,0,0,0
FCR,50,2018-11-19 12:00:00,8,0.961,0.037,0.697,0.034,1,0,0,0,0
FCR,50,2018-11-19 12:00:00,9,0.972,0.037,0.655,0.033,1,0,0,0,0
FCR,50,2018-11-19 12:00:00,9.5,0.943,0.037,0.668,0.033,1,0,0,0,0
FCR,100,2018-11-19 12:00:00,0.1,1.545,0.181,0.567,0.006,1,0,0,0,0
BVR,50,2018-12-06 12:00:00,0.1,0.962,0.127,0.687,0.123,1,0,0,0,0
BVR,50,2018-12-06 12:00:00,3,0.962,0.127,0.642,0.122,1,0,0,0,0
BVR,50,2018-12-06 12:00:00,6,0.967,0.127,0.699,0.123,1,0,0,0,0
BVR,50,2018-12-06 12:00:00,9,0.965,0.127,0.668,0.124,1,0,0,0,0
BVR,50,2018-12-06 12:00:00,11,0.968,0.127,0.689,0.125,1,0,0,0,0
FCR,50,2018-12-17 12:00:00,0.1,0.59,0.027,0.231,0.025,1,0,0,0,0
FCR,50,2018-12-17 12:00:00,1.6,0.589,0.028,0.235,0.025,1,0,0,0,0
FCR,50,2018-12-17 12:00:00,3.8,0.594,0.03,0.215,0.026,1,0,0,0,0
FCR,50,2018-12-17 12:00:00,5,0.611,0.03,0.253,0.027,1,0,0,0,0
FCR,50,2018-12-17 12:00:00,6.2,0.59,0.029,0.221,0.026,1,0,0,0,0
FCR,50,2018-12-17 12:00:00,8,0.6,0.029,0.277,0.024,1,0,0,0,0
FCR,50,2018-12-17 12:00:00,9,0.631,0.044,0.261,0.024,1,0,0,0,0
FCR,100,2018-12-17 12:00:00,0.1,0.741,0.04,0.376,0.008,1,0,0,0,0
FCR,50,2019-01-21 12:00:00,0.1,0.382,0.021,0.234,0.019,1,0,0,0,0
FCR,50,2019-01-21 12:00:00,1.6,0.408,0.022,0.162,0.018,1,0,0,0,0
FCR,50,2019-01-21 12:00:00,3.8,0.39,0.021,0.176,0.018,1,0,0,0,0
FCR,50,2019-01-21 12:00:00,5,0.462,0.024,0.173,0.019,1,0,0,0,0
FCR,50,2019-01-21 12:00:00,6.2,0.42,0.022,0.159,0.018,1,0,0,0,0
FCR,50,2019-01-21 12:00:00,8,0.376,0.021,0.176,0.018,1,0,0,0,0
FCR,50,2019-01-21 12:00:00,9,0.416,0.022,0.166,0.018,1,0,0,0,0
FCR,100,2019-01-21 12:00:00,0.1,0.418,0.015,0.226,0.005,1,0,0,0,0
FCR,50,2019-02-08 12:00:00,0.1,0.355,0.019,0.191,0.015,1,0,0,0,0
FCR,50,2019-02-08 12:00:00,1.6,0.367,0.019,0.173,0.015,1,0,0,0,0
FCR,50,2019-02-08 12:00:00,3.8,0.371,0.021,0.155,0.016,1,0,0,0,0
FCR,50,2019-02-08 12:00:00,5,0.356,0.02,0.192,0.017,1,0,0,0,0
FCR,50,2019-02-08 12:00:00,6.2,0.355,0.022,0.161,0.017,1,0,0,0,0
FCR,50,2019-02-08 12:00:00,9,0.369,0.026,0.194,0.028,1,0,0,0,0
FCR,100,2019-02-08 12:00:00,0.1,2.452,0.397,0.172,0.002,1,0,0,0,0
FCR,200,2019-02-08 12:00:00,0.1,1.155,0.028,0.366,0.022,1,0,0,0,0
FCR,50,2019-03-18 12:00:00,0.1,0.34,0.022,0.127,0.018,1,0,0,0,0
FCR,50,2019-03-18 12:00:00,1.6,0.331,0.021,0.12,0.018,1,0,0,0,0
FCR,50,2019-03-18 12:00:00,3.8,0.328,0.022,0.122,0.018,1,0,0,0,0
FCR,50,2019-03-18 12:00:00,5,0.333,0.022,0.127,0.018,1,0,0,0,0
FCR,50,2019-03-18 12:00:00,6.2,0.337,0.022,0.146,0.018,1,0,0,0,0
FCR,50,2019-03-18 12:00:00,8,0.337,0.026,0.134,0.023,1,0,0,0,0
FCR,50,2019-03-18 12:00:00,9,0.337,0.023,0.121,0.02,1,0,0,0,0
FCR,100,2019-03-18 12:00:00,0.1,0.629,0.084,0.079,0.002,1,0,0,0,0
FCR,200,2019-03-18 12:00:00,0.1,0.796,0.023,0.321,0.018,1,0,0,0,0
BVR,50,2019-04-08 12:00:00,0.1,0.211,0.019,0.087,0.003,1,0,0,0,0
BVR,50,2019-04-08 12:00:00,3,0.188,0.016,0.081,0.002,1,0,0,0,0
BVR,50,2019-04-08 12:00:00,6,0.222,0.027,0.084,0.003,1,0,0,0,0
BVR,50,2019-04-08 12:00:00,9,0.502,0.084,0.171,0.08,1,0,0,0,0
BVR,50,2019-04-08 12:00:00,11,0.678,0.119,0.192,0.105,1,0,0,0,0
FCR,50,2019-04-15 12:00:00,0.1,0.537,0.041,0.141,0.01,1,0,0,0,0
FCR,50,2019-04-15 12:00:00,3.8,0.328,0.018,0.063,0.002,1,0,0,0,0
FCR,50,2019-04-15 12:00:00,5,0.34,0.023,0.084,0.01,1,0,0,0,0
FCR,50,2019-04-15 12:00:00,6.2,0.372,0.038,0.086,0.025,1,0,0,0,0
FCR,50,2019-04-15 12:00:00,8,0.399,0.05,0.102,0.035,1,0,0,0,0
FCR,50,2019-04-15 12:00:00,9,0.433,0.043,0.097,0.027,1,0,0,0,0
FCR,50,2019-04-22 12:00:00,0.1,0.373,0.025,0.109,0.004,1,0,0,0,0
FCR,50,2019-04-22 12:00:00,1.6,0.382,0.026,0.128,0.004,1,0,0,0,0
FCR,50,2019-04-22 12:00:00,3.8,0.315,0.022,0.091,0.002,1,0,0,0,0
FCR,50,2019-04-22 12:00:00,5,0.368,0.027,0.093,0.002,1,0,0,0,0
FCR,50,2019-04-22 12:00:00,6.2,0.335,0.035,0.07,0.023,1,0,0,0,0
FCR,50,2019-04-22 12:00:00,8,0.396,0.056,0.089,0.041,1,0,0,0,0
FCR,50,2019-04-22 12:00:00,9,0.503,0.099,0.136,0.084,1,0,0,0,0
FCR,200,2019-04-22 12:00:00,0.1,1.318,0.035,0.374,0.025,1,0,0,0,0
BVR,50,2019-04-29 12:00:00,0.1,0.186,0.014,0.068,0.003,1,0,0,0,0
BVR,50,2019-04-29 12:00:00,3,0.203,0.016,0.071,0.003,1,0,0,0,0
BVR,50,2019-04-29 12:00:00,6,0.236,0.034,0.062,0.014,1,0,0,0,0
BVR,50,2019-04-29 12:00:00,9,1.491,0.451,0.534,0.429,1,0,0,0,0
BVR,50,2019-04-29 12:00:00,11,1.158,0.364,0.344,0.339,1,0,0,0,0
FCR,50,2019-04-29 12:00:00,0.1,0.365,0.023,0.109,0.003,1,0,0,0,0
FCR,50,2019-04-29 12:00:00,1.6,0.394,0.024,0.12,0.001,1,0,0,0,0
FCR,50,2019-04-29 12:00:00,3.8,0.338,0.027,0.096,0.002,1,0,0,0,0
FCR,50,2019-04-29 12:00:00,5,0.296,0.031,0.047,0.005,1,0,0,0,0
FCR,50,2019-04-29 12:00:00,6.2,0.363,0.068,0.06,0.042,1,0,0,0,0
FCR,50,2019-04-29 12:00:00,8,0.524,0.127,0.089,0.104,1,0,0,0,0
FCR,50,2019-04-29 12:00:00,9,0.572,0.127,0.071,0.104,1,0,0,0,0
FCR,100,2019-04-29 12:00:00,0.1,0.384,0.046,0.063,0.002,1,0,0,0,0
FCR,200,2019-04-29 12:00:00,0.1,1.769,0.071,0.787,0.053,1,0,0,0,0
FCR,50,2019-05-06 12:00:00,0.1,0.37,0.024,0.132,0.005,1,0,0,0,0
FCR,50,2019-05-06 12:00:00,1.6,0.369,0.023,0.153,0.004,1,0,0,0,0
FCR,50,2019-05-06 12:00:00,3.8,0.218,0.017,0.031,0.001,1,0,0,0,0
FCR,50,2019-05-06 12:00:00,5,0.229,0.027,0.182,0.007,1,0,0,0,0
FCR,50,2019-05-06 12:00:00,6.2,0.265,0.058,0.033,0.033,1,0,0,0,0
FCR,50,2019-05-06 12:00:00,8,0.454,0.149,0.064,0.103,1,0,0,0,0
FCR,50,2019-05-06 12:00:00,9,0.787,0.295,0.118,0.317,1,0,0,0,0
FCR,100,2019-05-06 12:00:00,0.1,0.449,0.053,0.053,0.003,1,0,0,0,0
FCR,200,2019-05-06 12:00:00,0.1,2.568,0.06,0.741,0.044,1,0,0,0,0
FCR,50,2019-05-13 12:00:00,0.1,0.405,0.024,0.167,0.007,1,0,0,0,0
FCR,50,2019-05-13 12:00:00,1.6,0.436,0.024,0.166,0.004,1,0,0,0,0
FCR,50,2019-05-13 12:00:00,3.8,0.277,0.021,0.082,0.001,1,0,0,0,0
FCR,50,2019-05-13 12:00:00,5,0.286,0.082,0.062,0.02,1,0,0,0,0
FCR,50,2019-05-13 12:00:00,6.2,0.352,0.094,0.086,0.059,1,0,0,0,0
FCR,50,2019-05-13 12:00:00,8,0.758,0.282,0.137,0.284,1,0,0,0,0
FCR,50,2019-05-13 12:00:00,9,3.894,0.787,1.924,0.989,1,0,0,0,0
BVR,50,2019-05-23 12:00:00,0.1,0.29,0.019,0.17,0.013,1,0,0,0,0
BVR,50,2019-05-23 12:00:00,3,0.294,0.022,0.174,0.017,1,0,0,0,0
BVR,50,2019-05-23 12:00:00,6,0.328,0.095,0.178,0.086,1,0,0,0,0
BVR,50,2019-05-23 12:00:00,9,5.056,0.757,3.588,0.689,1,0,0,0,0
BVR,50,2019-05-23 12:00:00,11,9.928,0.958,10.697,1.01,1,0,0,0,0
FCR,50,2019-05-27 12:00:00,0.1,0.25,0.014,0.132,0.009,1,0,0,0,0
FCR,50,2019-05-27 12:00:00,1.6,0.252,0.014,0.12,0.003,1,0,0,0,0
FCR,50,2019-05-27 12:00:00,3.8,0.273,0.018,0.079,0.002,1,0,0,0,0
FCR,50,2019-05-27 12:00:00,5,0.253,0.03,0.082,0.007,1,0,0,0,0
FCR,50,2019-05-27 12:00:00,6.2,0.312,0.106,0.047,0.011,1,0,0,0,0
FCR,50,2019-05-27 12:00:00,8,0.536,0.222,0.064,0.151,1,0,0,0,0
FCR,50,2019-05-27 12:00:00,9,1.498,0.673,0.167,0.592,1,0,0,0,0
FCR,100,2019-05-27 12:00:00,0.1,0.498,0.062,0.051,0.002,1,0,0,0,0
FCR,200,2019-05-27 12:00:00,0.1,2.567,0.08,0.891,0.076,1,0,0,0,0
BVR,50,2019-05-30 12:00:00,0.1,0.292,0.013,0.171,0.003,1,0,0,0,0
BVR,50,2019-05-30 12:00:00,3,0.291,0.013,0.165,0.004,1,0,0,0,0
BVR,50,2019-05-30 12:00:00,6,0.388,0.1,0.197,0.088,1,0,0,0,0
BVR,50,2019-05-30 12:00:00,9,4.269,0.595,3.388,0.564,1,0,0,0,0
BVR,50,2019-05-30 12:00:00,11,9.546,0.955,9.115,0.945,1,0,0,0,0
FCR,50,2019-06-03 12:00:00,0.1,0.309,0.02,0.115,0.002,1,0,0,0,0
FCR,50,2019-06-03 12:00:00,1.6,0.285,0.014,0.123,0.001,1,0,0,0,0
FCR,50,2019-06-03 12:00:00,3.8,0.222,0.017,0.041,0.001,1,0,0,0,0
FCR,50,2019-06-03 12:00:00,5,0.236,0.038,0.038,0.004,1,0,0,0,0
FCR,50,2019-06-03 12:00:00,6.2,0.41,0.129,0.047,0.114,1,0,0,0,0
FCR,50,2019-06-03 12:00:00,8,0.647,0.269,0.075,0.269,1,0,0,0,0
FCR,50,2019-06-03 12:00:00,9,1.95,0.891,0.199,0.616,1,0,0,0,0
FCR,100,2019-06-03 12:00:00,0.1,1.229,0.202,0.038,0.002,1,0,0,0,0
FCR,200,2019-06-03 12:00:00,0.1,2.143,0.065,0.781,0.055,1,0,0,0,0
BVR,50,2019-06-06 12:00:00,0.1,0.32,0.016,0.176,0.009,1,0,0,0,0
BVR,50,2019-06-06 12:00:00,3,0.316,0.015,0.18,0.004,1,0,0,0,0
BVR,50,2019-06-06 12:00:00,6,0.756,0.214,0.407,0.194,1,0,0,0,0
BVR,50,2019-06-06 12:00:00,9,7.664,0.929,7.517,0.924,1,0,0,0,0
BVR,50,2019-06-06 12:00:00,11,14.543,1.068,12.071,0.997,1,0,0,0,0
FCR,50,2019-06-10 12:00:00,0.1,0.255,0.012,0.13,0.005,1,0,0,0,0
FCR,50,2019-06-10 12:00:00,1.6,0.248,0.012,0.048,0.002,1,0,0,0,0
FCR,50,2019-06-10 12:00:00,3.8,0.151,0.014,0.007,0.003,1,0,0,0,0
FCR,50,2019-06-10 12:00:00,5,0.19,0.032,0.011,0.072,1,0,0,0,0
FCR,50,2019-06-10 12:00:00,6.2,0.574,0.258,0.012,0.185,1,0,0,0,0
FCR,50,2019-06-10 12:00:00,8,0.777,0.392,0.012,0.291,1,0,0,0,0
FCR,50,2019-06-10 12:00:00,9,0.743,0.361,0.118,0.292,1,0,0,0,0
FCR,100,2019-06-10 12:00:00,0.1,0.55,0.064,0.042,0.002,1,0,0,0,0
FCR,200,2019-06-10 12:00:00,0.1,2.344,0.067,0.789,0.06,1,0,0,0,0
BVR,50,2019-06-13 12:00:00,0.1,0.38,0.023,0.104,0.002,1,0,0,0,0
BVR,50,2019-06-13 12:00:00,3,0.379,0.024,0.221,0.004,1,0,0,0,0
BVR,50,2019-06-13 12:00:00,6,0.472,0.117,0.218,0.085,1,0,0,0,0
BVR,50,2019-06-13 12:00:00,9,6.546,0.939,6.399,0.908,1,0,0,0,0
BVR,50,2019-06-13 12:00:00,11,,,,,1,1,1,1,1
FCR,50,2019-06-17 12:00:00,0.1,0.286,0.017,0.081,0.003,1,0,0,0,0
FCR,50,2019-06-17 12:00:00,1.6,0.259,0.017,0.098,0.002,1,0,0,0,0
FCR,50,2019-06-17 12:00:00,3.8,0.219,0.016,0.015,0.003,1,0,0,0,0
FCR,50,2019-06-17 12:00:00,5,0.47,0.348,0.01,0.275,1,0,0,0,0
FCR,50,2019-06-17 12:00:00,6.2,0.566,0.426,0.012,0.322,1,0,0,0,0
FCR,50,2019-06-17 12:00:00,8,0.621,0.443,0.012,0.361,1,0,0,0,0
FCR,50,2019-06-17 12:00:00,9,0.596,0.421,0.017,0.342,1,0,0,0,0
FCR,100,2019-06-17 12:00:00,0.1,0.38,0.044,0.024,0.01,1,0,0,0,0
FCR,200,2019-06-17 12:00:00,0.1,3.049,0.066,0.715,0.056,1,0,0,0,0
BVR,50,2019-06-20 12:00:00,0.1,0.351,0.01,0.145,0.006,1,0,0,0,0
BVR,50,2019-06-20 12:00:00,3,0.362,0.01,0.085,0.002,1,0,0,0,0
BVR,50,2019-06-20 12:00:00,6,0.585,0.171,0.119,0.145,1,0,0,0,0
BVR,50,2019-06-20 12:00:00,9,9.969,1.064,,,1,0,0,1,1
BVR,50,2019-06-20 12:00:00,11,14.563,1.16,14.568,1.152,1,0,0,0,0
FCR,50,2019-06-24 12:00:00,0.1,0.255,0.02,0.128,0.003,1,0,0,0,0
FCR,50,2019-06-24 12:00:00,1.6,0.261,0.022,0.134,0.001,1,0,0,0,0
FCR,50,2019-06-24 12:00:00,3.8,0.188,0.026,0.003,0.013,1,0,0,0,0
FCR,50,2019-06-24 12:00:00,5,0.276,0.178,0.008,0.16,1,0,0,0,0
FCR,50,2019-06-24 12:00:00,6.2,0.685,0.507,0.008,0.445,1,0,0,0,0
FCR,50,2019-06-24 12:00:00,8,0.648,0.507,0.079,0.436,1,0,0,0,0
FCR,50,2019-06-24 12:00:00,9,1.294,1.107,0.016,1.033,1,0,0,0,0
FCR,100,2019-06-24 12:00:00,0.1,0.276,0.035,0.027,0.004,1,0,0,0,0
FCR,200,2019-06-24 12:00:00,0.1,2.291,0.054,0.365,0.039,1,0,0,0,0
BVR,50,2019-06-27 12:00:00,0.1,0.318,0.006,0.123,0.001,1,0,0,0,0
BVR,50,2019-06-27 12:00:00,3,0.347,0.008,0.206,0.002,1,0,0,0,0
BVR,50,2019-06-27 12:00:00,6,0.506,0.168,0.177,0.158,1,0,0,0,0
BVR,50,2019-06-27 12:00:00,9,8.069,0.892,7.852,0.898,1,0,0,0,0
BVR,50,2019-06-27 12:00:00,11,16.38,1.192,16.423,1.214,1,0,0,0,0
FCR,50,2019-07-01 12:00:00,0.1,0.31,0.025,0.152,0.004,1,0,0,0,0
FCR,50,2019-07-01 12:00:00,1.6,0.302,0.024,0.164,0.002,1,0,0,0,0
FCR,50,2019-07-01 12:00:00,3.8,0.21,0.032,0.035,0.013,1,0,0,0,0
FCR,50,2019-07-01 12:00:00,5,0.43,0.339,0.004,0.283,1,0,0,3,0
FCR,50,2019-07-01 12:00:00,6.2,0.954,0.629,0.122,0.551,1,0,0,0,0
FCR,50,2019-07-01 12:00:00,8,1.4,0.744,0.011,0.623,1,0,0,0,0
FCR,50,2019-07-01 12:00:00,9,4.879,2.302,0.916,2.195,1,0,0,0,0
FCR,100,2019-07-01 12:00:00,0.1,0.239,0.03,0.01,0.002,1,0,0,0,0
FCR,200,2019-07-01 12:00:00,0.1,0.403,0.03,0.194,0.029,1,0,0,0,0
BVR,50,2019-07-03 12:00:00,0.1,0.354,0.011,0.206,0.001,1,0,0,0,3
BVR,50,2019-07-03 12:00:00,3,0.338,0.011,0.123,0.003,1,0,0,0,0
BVR,50,2019-07-03 12:00:00,6,0.37,0.189,0.181,0.058,1,0,0,0,0
BVR,50,2019-07-03 12:00:00,9,6.96,0.907,6.746,0.909,1,0,0,0,0
BVR,50,2019-07-03 12:00:00,11,17.687,1.326,17.35,1.313,1,0,0,0,0
FCR,50,2019-07-08 12:00:00,0.1,0.343,0.022,0.187,0.003,1,0,0,0,0
FCR,50,2019-07-08 12:00:00,1.6,0.325,0.022,0.182,0.003,1,0,0,0,0
FCR,50,2019-07-08 12:00:00,3.8,0.254,0.042,0.043,0.015,1,0,0,0,0
FCR,50,2019-07-08 12:00:00,5,0.548,0.327,0.01,0.327,1,0,0,0,0
FCR,50,2019-07-08 12:00:00,6.2,1.93,1.08,0.082,0.985,1,0,0,0,0
FCR,50,2019-07-08 12:00:00,8,1.933,1.144,0.026,1.058,1,0,0,0,0
FCR,50,2019-07-08 12:00:00,9,4.43,2.042,0.085,1.995,1,0,0,0,0
FCR,100,2019-07-08 12:00:00,0.1,0.123,0.015,0.012,0.001,1,0,0,0,3
FCR,200,2019-07-08 12:00:00,0.1,0.214,0.001,0.64,0.04,1,0,3,0,0
BVR,50,2019-07-11 12:00:00,0.1,0.424,0.013,0.288,0.003,1,0,0,0,0
BVR,50,2019-07-11 12:00:00,3,0.418,0.023,0.255,0.01,1,0,0,0,0
BVR,50,2019-07-11 12:00:00,6,0.511,0.268,0.217,0.247,1,0,0,0,0
BVR,50,2019-07-11 12:00:00,9,11.486,1.109,11.066,1.115,1,0,0,0,0
BVR,50,2019-07-11 12:00:00,11,20.856,1.364,20.821,1.374,1,0,0,0,0
FCR,50,2019-07-15 12:00:00,0.1,0.433,0.014,0.311,0.005,1,0,0,0,0
FCR,50,2019-07-15 12:00:00,1.6,0.428,0.015,0.311,0.001,1,0,0,0,0
FCR,50,2019-07-15 12:00:00,3.8,0.283,0.035,0.107,0.011,1,0,0,0,0
FCR,50,2019-07-15 12:00:00,5,0.547,0.262,0.111,0.191,1,0,0,0,0
FCR,50,2019-07-15 12:00:00,6.2,1.761,0.896,0.092,0.756,1,0,0,0,0
FCR,50,2019-07-15 12:00:00,8,1.889,0.964,0.142,0.836,1,0,0,0,0
FCR,50,2019-07-15 12:00:00,9,2.096,1.078,0.014,0.884,1,0,0,0,0
FCR,100,2019-07-15 12:00:00,0.1,0.196,0.027,0.011,0.001,1,0,0,0,3
FCR,200,2019-07-15 12:00:00,0.1,1.406,0.034,0.683,0.032,1,0,0,0,0
