Reservoir,Site,DateTime,Depth_m,TFe_mgL,TMn_mgL,SFe_mgL,SMn_mgL,Flag_DateTime,Flag_TFe,Flag_TMn,Flag_SFe,Flag_SMn
FCR,50,2016-04-11 12:00:00,1.6,0.200755,0.066757,0.01662,0.001427,1,0,0,0,0
FCR,50,2016-04-11 12:00:00,3.8,0.236091,0.102543,0.021287,0.001183,1,0,0,0,0
FCR,50,2016-04-11 12:00:00,5,0.249242,0.082853,0.025877,0.002803,1,0,0,0,0
FCR,50,2016-04-11 12:00:00,6.2,0.25895,0.092315,0.042287,0.015474,1,0,0,0,0
FCR,50,2016-04-11 12:00:00,8,0.402893,0.189956,0.095335,0.070998,1,0,0,0,0
FCR,50,2016-04-11 12:00:00,9,1.050278,0.51755,0.268308,0.201577,1,0,0,0,0
FCR,50,2016-04-18 12:00:00,0.1,0.204583,0.104558,0.017227,0.013907,1,0,0,0,0
FCR,50,2016-04-18 12:00:00,1.6,0.192828,0.090032,0.01654,0.012751,1,0,0,0,0
FCR,50,2016-04-18 12:00:00,3.8,0.202479,0.079241,0.015364,0.008412,1,0,0,0,0
FCR,50,2016-04-18 12:00:00,5,0.198844,0.065536,0.016363,0.007784,1,0,0,0,0
FCR,50,2016-04-18 12:00:00,6.2,0.235131,0.065511,0.032588,0.006085,1,0,0,0,0
FCR,50,2016-04-18 12:00:00,8,0.547087,0.188873,0.146519,0.084323,1,0,0,0,0
FCR,50,2016-04-18 12:00:00,9,1.014461,0.470921,0.249576,0.199906,1,0,0,0,0
FCR,50,2016-05-09 12:00:00,0.1,0.311402,0.114624,0.013817,0.002029,1,0,0,0,0
FCR,50,2016-05-09 12:00:00,1.6,0.306043,0.116796,0.014056,0.001421,1,0,0,0,0
FCR,50,2016-05-09 12:00:00,3.8,0.369627,0.118401,0.015265,0.0017,1,0,0,0,0
FCR,50,2016-05-09 12:00:00,5,0.259437,0.08725,0.035918,0.00195,1,0,0,0,0
FCR,50,2016-05-09 12:00:00,6.2,0.323519,0.087943,0.110178,0.05939,1,0,0,0,0
FCR,50,2016-05-09 12:00:00,8,0.345461,0.091659,0.104276,0.051483,1,0,0,0,0
FCR,50,2016-05-09 12:00:00,9,0.364175,0.082653,0.116001,0.066255,1,0,0,0,0
FCR,50,2016-05-16 12:00:00,0.1,0.290683,0.102576,0.014395,0.003192,1,0,0,0,0
FCR,50,2016-05-16 12:00:00,1.6,0.288642,0.084827,0.013568,0.002296,1,0,0,0,0
FCR,50,2016-05-16 12:00:00,3.8,0.318755,0.188655,0.015731,0.006774,1,0,0,0,0
FCR,50,2016-05-16 12:00:00,5,0.358053,0.05615,0.049855,0.002523,1,0,0,0,0
FCR,50,2016-05-16 12:00:00,6.2,0.292259,0.050418,0.065753,0.019867,1,0,0,0,0
FCR,50,2016-05-16 12:00:00,8,0.274409,0.032737,0.119657,0.048623,1,0,0,0,0
FCR,50,2016-05-16 12:00:00,9,0.286497,0.02758,0.120266,0.048959,1,0,0,0,0
BVR,50,2016-05-19 12:00:00,0.1,0.160883,0.021375,0.024791,0.000628,1,0,0,0,0
BVR,50,2016-05-19 12:00:00,3,0.169344,0.024439,0.026038,0.00118,1,0,0,0,0
BVR,50,2016-05-19 12:00:00,6,0.170229,0.120876,0.031771,0.100465,1,0,0,0,0
BVR,50,2016-05-19 12:00:00,9,0.581188,0.017848,0.273821,0.000579,1,0,0,0,0
BVR,50,2016-05-19 12:00:00,11,2.419658,1.587424,0.484092,0.467567,1,0,0,0,0
FCR,50,2016-05-23 12:00:00,0.1,0.215,0.017,0.043,0.004,1,0,0,0,0
FCR,50,2016-05-23 12:00:00,1.6,0.215,0.015,0.029,0.002,1,0,0,0,0
FCR,50,2016-05-23 12:00:00,3.8,0.296,0.017,0.04,0.002,1,0,0,0,0
FCR,50,2016-05-23 12:00:00,5,0.373,0.042,0.01,0.002,1,0,0,0,0
FCR,50,2016-05-23 12:00:00,6.2,0.278,0.062,0.012,0.022,1,0,0,0,0
FCR,50,2016-05-23 12:00:00,8,0.264,0.109,0.009,0.05,1,0,0,0,0
FCR,50,2016-05-23 12:00:00,9,0.298,0.126,0.01,0.049,1,0,0,0,0
BVR,50,2016-05-26 12:00:00,0.1,0.182,0.031,0.023,0.001,1,0,0,0,3
BVR,50,2016-05-26 12:00:00,3,0.173,0.033,0.011,0.001,1,0,0,0,3
BVR,50,2016-05-26 12:00:00,6,0.192,0.061,0.008,0.001,1,0,0,0,3
BVR,50,2016-05-26 12:00:00,9,2.01,0.659,2.32,0.86,1,0,0,0,0
BVR,50,2016-05-26 12:00:00,11,6.23,1.18,6.55,1.21,1,0,0,0,0
BVR,50,2016-05-29 12:00:00,0.1,0.144,0.021,0.004,0.001,1,0,0,3,3
BVR,50,2016-05-29 12:00:00,3,0.13,0.023,0.004,0.001,1,0,0,3,3
BVR,50,2016-05-29 12:00:00,6,0.132,0.058,0.004,0.001,1,0,0,3,3
BVR,50,2016-05-29 12:00:00,9,0.717,0.508,0.062,0.558,1,0,0,0,0
BVR,50,2016-05-29 12:00:00,11,5.599,1.161,5.681,1.199,1,0,0,0,0
FCR,50,2016-05-30 12:00:00,0.1,0.199,0.019,0.028,0.005,1,0,0,0,0
FCR,50,2016-05-30 12:00:00,1.6,0.195,0.018,0.021,0.002,1,0,0,0,0
FCR,50,2016-05-30 12:00:00,3.8,0.239,0.012,0.004,0.001,1,0,0,3,3
FCR,50,2016-05-30 12:00:00,5,0.262,0.025,0.004,0.002,1,0,0,3,0
FCR,50,2016-05-30 12:00:00,6.2,0.228,0.081,0.004,0.015,1,0,0,3,0
FCR,50,2016-05-30 12:00:00,8,1.021,0.188,0.004,0.023,1,0,0,3,0
FCR,50,2016-05-30 12:00:00,9,0.242,0.117,0.004,0.028,1,0,0,3,0
FCR,50,2016-05-30 12:00:00,0.1,0.202,0.018,0.024,0.006,1,0,0,0,0
FCR,50,2016-05-30 12:00:00,1.6,0.214,0.026,0.004,0.006,1,0,0,3,0
FCR,50,2016-05-30 12:00:00,3.8,0.223,0.025,0.004,0.002,1,0,0,3,0
FCR,50,2016-05-30 12:00:00,5,1.087,0.161,0.004,0.005,1,0,0,3,0
FCR,50,2016-05-30 12:00:00,6.2,0.252,0.037,0.004,0.004,1,0,0,3,0
FCR,50,2016-05-30 12:00:00,8,0.235,0.105,0.004,0.022,1,0,0,3,0
FCR,50,2016-05-30 12:00:00,9,0.512,0.205,0.004,0.026,1,0,0,3,0
BVR,50,2016-05-31 12:00:00,0.1,0.133,0.016,0.012,0.002,1,0,0,0,0
BVR,50,2016-05-31 12:00:00,3,0.14,0.021,0.007,0.001,1,0,0,0,3
BVR,50,2016-05-31 12:00:00,6,0.12,0.054,0.004,0.002,1,0,0,3,0
BVR,50,2016-05-31 12:00:00,9,0.27,0.302,0.004,0.281,1,0,0,3,0
BVR,50,2016-05-31 12:00:00,11,7.684,1.272,8.353,1.314,1,0,0,0,0
FCR,50,2016-05-31 12:00:00,0.1,0.203,0.02,0.028,0.001,1,0,0,0,3
FCR,50,2016-05-31 12:00:00,1.6,0.204,0.027,0.011,0.001,1,0,0,0,3
FCR,50,2016-05-31 12:00:00,3.8,0.202,0.028,0.004,0.001,1,0,0,3,3
FCR,50,2016-05-31 12:00:00,5,0.25,0.037,0.004,0.001,1,0,0,3,3
FCR,50,2016-05-31 12:00:00,6.2,0.271,0.054,0.004,0.006,1,0,0,3,0
FCR,50,2016-05-31 12:00:00,8,0.244,0.115,0.004,0.026,1,0,0,3,0
FCR,50,2016-05-31 12:00:00,9,0.236,0.114,0.004,0.03,1,0,0,3,0
BVR,50,2016-06-02 12:00:00,0.1,0.172,0.019,0.012,0.002,1,0,0,0,0
BVR,50,2016-06-02 12:00:00,3,0.116,0.017,0.007,0.002,1,0,0,0,0
BVR,50,2016-06-02 12:00:00,6,0.116,0.061,0.004,0.001,1,0,0,3,3
BVR,50,2016-06-02 12:00:00,9,1.403,1.127,0.149,1.019,1,0,0,0,0
BVR,50,2016-06-02 12:00:00,11,5.66,1.388,5.619,1.397,1,0,0,0,0
FCR,50,2016-06-06 12:00:00,0.1,0.274,0.024,0.057,0.003,1,0,0,0,0
FCR,50,2016-06-06 12:00:00,1.6,0.259,0.026,0.032,0.001,1,0,0,0,3
FCR,50,2016-06-06 12:00:00,3.8,0.236,0.028,0.004,0.001,1,0,0,3,3
FCR,50,2016-06-06 12:00:00,5,0.325,0.042,0.004,0.001,1,0,0,3,3
FCR,50,2016-06-06 12:00:00,6.2,0.401,0.186,0.004,0.035,1,0,0,3,0
FCR,50,2016-06-06 12:00:00,8,0.349,0.135,0.004,0.03,1,0,0,3,0
FCR,50,2016-06-06 12:00:00,9,0.766,0.366,0.004,0.033,1,0,0,3,0
BVR,50,2016-06-08 12:00:00,0.1,0.223,0.027,0.046,0.002,1,0,0,0,0
BVR,50,2016-06-08 12:00:00,3,0.227,0.026,0.019,0.002,1,0,0,0,0
BVR,50,2016-06-08 12:00:00,6,0.206,0.081,0.005,0.005,1,0,0,0,0
BVR,50,2016-06-08 12:00:00,9,1.654,1.001,0.704,0.856,1,0,0,0,0
BVR,50,2016-06-08 12:00:00,11,8.056,1.551,8.149,1.541,1,0,0,0,0
FCR,50,2016-06-13 12:00:00,0.1,0.225,0.013,0.037,0.001,1,0,0,0,3
FCR,50,2016-06-13 12:00:00,1.6,0.222,0.013,0.05,0.001,1,0,0,0,3
FCR,50,2016-06-13 12:00:00,3.8,0.184,0.013,0.022,0.001,1,0,0,0,3
FCR,50,2016-06-13 12:00:00,5,0.216,0.017,0.005,0.002,1,0,0,0,0
FCR,50,2016-06-13 12:00:00,6.2,0.218,0.15,0.008,0.07,1,0,0,0,0
FCR,50,2016-06-13 12:00:00,8,0.196,0.164,0.004,0.076,1,0,0,3,0
FCR,50,2016-06-13 12:00:00,9,0.435,0.258,0.004,0.075,1,0,0,3,0
BVR,50,2016-06-16 12:00:00,0.1,0.202,0.017,0.083,0.007,1,0,0,0,0
BVR,50,2016-06-16 12:00:00,3,0.19,0.012,0.046,0.004,1,0,0,0,0
BVR,50,2016-06-16 12:00:00,6,0.132,0.018,0.004,0.014,1,0,0,3,0
BVR,50,2016-06-16 12:00:00,9,1.086,1.283,0.075,1.074,1,0,0,0,0
BVR,50,2016-06-16 12:00:00,11,9.967,1.827,9.741,1.827,1,0,0,0,0
FCR,50,2016-06-20 12:00:00,0.1,0.311,0.019,0.099,0.004,1,0,0,0,0
FCR,50,2016-06-20 12:00:00,1.6,0.303,0.017,0.072,0.002,1,0,0,0,0
FCR,50,2016-06-20 12:00:00,3.8,0.22,0.014,0.029,0.001,1,0,0,0,3
FCR,50,2016-06-20 12:00:00,5,0.194,0.031,0.004,0.003,1,0,0,3,0
FCR,50,2016-06-20 12:00:00,6.2,0.229,0.161,0.004,0.066,1,0,0,3,0
FCR,50,2016-06-20 12:00:00,8,0.201,0.234,0.004,0.122,1,0,0,3,0
FCR,50,2016-06-20 12:00:00,9,0.172,0.268,0.004,0.151,1,0,0,3,0
BVR,50,2016-06-23 12:00:00,0.1,0.204,0.012,0.049,0.003,1,0,0,0,0
BVR,50,2016-06-23 12:00:00,3,0.218,0.015,0.081,0.003,1,0,0,0,0
BVR,50,2016-06-23 12:00:00,6,0.157,0.052,0.004,0.033,1,0,0,3,0
BVR,50,2016-06-23 12:00:00,9,,,,,1,2,2,2,2
BVR,50,2016-06-23 12:00:00,11,11.078,1.93,9.585,1.892,1,0,0,0,0
BVR,50,2016-06-26 12:00:00,0.1,0.246,0.014,0.065,0.003,1,0,0,0,0
BVR,50,2016-06-26 12:00:00,3,0.263,0.018,0.066,0.002,1,0,0,0,0
BVR,50,2016-06-26 12:00:00,6,0.182,0.079,0.004,0.056,1,0,0,3,0
BVR,50,2016-06-26 12:00:00,9,0.325,0.688,0.004,0.611,1,0,0,3,0
BVR,50,2016-06-26 12:00:00,11,8.542,1.945,5.844,1.802,1,0,0,0,0
FCR,50,2016-06-27 12:00:00,0.1,0.233,0.019,0.016,0.006,1,0,0,0,0
FCR,50,2016-06-27 12:00:00,1.6,0.234,0.015,0.04,0.001,1,0,0,0,3
FCR,50,2016-06-27 12:00:00,3.8,0.198,0.02,0.023,0.001,1,0,0,0,3
FCR,50,2016-06-27 12:00:00,5,0.284,0.034,0.004,0.009,1,0,0,3,0
FCR,50,2016-06-27 12:00:00,6.2,0.274,0.458,0.004,0.342,1,0,0,3,0
FCR,50,2016-06-27 12:00:00,8,0.281,0.376,0.004,0.282,1,0,0,3,0
FCR,50,2016-06-27 12:00:00,9,0.252,0.451,0.004,0.338,1,0,0,3,0
BVR,50,2016-06-30 12:00:00,0.1,0.223,0.014,0.036,0.001,1,0,0,0,3
BVR,50,2016-06-30 12:00:00,3,0.277,0.014,0.049,0.001,1,0,0,0,3
BVR,50,2016-06-30 12:00:00,6,0.181,0.139,0.004,0.116,1,0,0,3,0
BVR,50,2016-06-30 12:00:00,9,2.754,2.219,3.018,2.279,1,0,0,0,0
BVR,50,2016-06-30 12:00:00,11,13.147,2.147,11.91,2.105,1,0,0,0,0
FCR,50,2016-06-30 12:00:00,0.1,0.225,0.033,0.03,0.001,1,0,0,0,3
FCR,50,2016-06-30 12:00:00,1.6,0.222,0.041,0.017,0.001,1,0,0,0,3
FCR,50,2016-06-30 12:00:00,3.8,0.243,0.063,0.004,0.001,1,0,0,3,3
FCR,50,2016-06-30 12:00:00,5,0.259,0.105,0.004,0.002,1,0,0,3,0
FCR,50,2016-06-30 12:00:00,6.2,0.672,0.256,0.004,0.049,1,0,0,3,0
FCR,50,2016-06-30 12:00:00,8,0.336,0.428,0.004,0.323,1,0,0,3,0
FCR,50,2016-06-30 12:00:00,9,0.534,0.662,0.004,0.417,1,0,0,3,0
FCR,50,2016-07-05 12:00:00,0.1,0.321,0.025,0.034,0.007,1,0,0,0,0
FCR,50,2016-07-05 12:00:00,1.6,0.323,0.025,0.122,0.002,1,0,0,0,0
FCR,50,2016-07-05 12:00:00,3.8,0.292,0.025,0.025,0.002,1,0,0,0,0
FCR,50,2016-07-05 12:00:00,5,0.262,0.038,0.004,0.003,1,0,0,3,0
FCR,50,2016-07-05 12:00:00,6.2,0.453,0.231,0.007,0.176,1,0,0,0,0
FCR,50,2016-07-05 12:00:00,8,0.355,0.846,0.004,0.716,1,0,0,3,0
FCR,50,2016-07-05 12:00:00,9,0.349,0.758,0.004,0.653,1,0,0,3,0
BVR,50,2016-07-07 12:00:00,0.1,0.334,0.021,0.083,0.001,1,0,0,0,3
BVR,50,2016-07-07 12:00:00,3,0.335,0.024,0.092,0.006,1,0,0,0,0
BVR,50,2016-07-07 12:00:00,6,0.291,0.062,0.012,0.025,1,0,0,0,0
BVR,50,2016-07-07 12:00:00,9,1.011,1.284,1.167,1.608,1,0,0,0,0
BVR,50,2016-07-07 12:00:00,11,14.483,2.457,12.701,2.37,1,0,0,0,0
FCR,50,2016-07-11 12:00:00,0.1,0.25,0.025,0.024,0.003,1,0,0,0,0
FCR,50,2016-07-11 12:00:00,1.6,0.246,0.024,0.046,0.001,1,0,0,0,3
FCR,50,2016-07-11 12:00:00,3.8,0.285,0.02,0.015,0.004,1,0,0,0,0
FCR,50,2016-07-11 12:00:00,5,0.415,0.042,0.006,0.006,1,0,0,0,0
FCR,50,2016-07-11 12:00:00,6.2,1.323,0.397,0.004,0.329,1,0,0,3,0
FCR,50,2016-07-11 12:00:00,8,0.581,0.855,0.004,0.658,1,0,0,3,0
FCR,50,2016-07-11 12:00:00,9,0.689,1.147,0.004,0.933,1,0,0,3,0
BVR,50,2016-07-14 12:00:00,0.1,0.295,0.019,0.079,0.001,1,0,0,0,3
BVR,50,2016-07-14 12:00:00,3,0.295,0.022,0.065,0.004,1,0,0,0,0
BVR,50,2016-07-14 12:00:00,6,0.308,0.063,0.004,0.011,1,0,0,3,0
BVR,50,2016-07-14 12:00:00,9,2.8,1.814,2.972,1.955,1,0,0,0,0
BVR,50,2016-07-14 12:00:00,11,11.838,2.186,10.129,2.077,1,0,0,0,0
FCR,50,2016-07-18 12:00:00,0.1,0.279,0.029,0.073,0.002,1,0,0,0,0
FCR,50,2016-07-18 12:00:00,1.6,0.279,0.028,0.065,0.001,1,0,0,0,3
FCR,50,2016-07-18 12:00:00,3.8,0.23,0.018,0.018,0.004,1,0,0,0,0
FCR,50,2016-07-18 12:00:00,5,0.645,0.092,0.009,0.031,1,0,0,0,0
FCR,50,2016-07-18 12:00:00,6.2,2.646,0.798,0.193,0.759,1,0,0,0,0
FCR,50,2016-07-18 12:00:00,8,1.316,1.105,0.024,1.002,1,0,0,0,0
FCR,50,2016-07-18 12:00:00,9,0.886,1.29,0.008,1.154,1,0,0,0,0
BVR,50,2016-07-21 12:00:00,0.1,0.381,0.029,0.116,0.003,1,0,0,0,0
BVR,50,2016-07-21 12:00:00,3,0.458,0.034,0.099,0.007,1,0,0,0,0
BVR,50,2016-07-21 12:00:00,6,0.369,0.124,0.009,0.068,1,0,0,0,0
BVR,50,2016-07-21 12:00:00,9,2.881,1.747,2.72,1.754,1,0,0,0,0
BVR,50,2016-07-21 12:00:00,11,12.323,2.384,12.199,2.368,1,0,0,0,0
FCR,50,2016-07-25 12:00:00,0.1,0.292,0.026,0.066,0.006,1,0,0,0,0
FCR,50,2016-07-25 12:00:00,1.6,0.286,0.023,0.067,0.002,1,0,0,0,0
FCR,50,2016-07-25 12:00:00,3.8,0.323,0.029,0.044,0.004,1,0,0,0,0
FCR,50,2016-07-25 12:00:00,5,0.555,0.131,0.004,0.06,1,0,0,3,0
FCR,50,2016-07-25 12:00:00,6.2,3.524,1.057,0.024,0.996,1,0,0,0,0
FCR,50,2016-07-25 12:00:00,8,1.187,1.11,0.009,1.011,1,0,0,0,0
FCR,50,2016-07-25 12:00:00,9,1.205,1.026,0.011,0.93,1,0,0,0,0
BVR,50,2016-07-28 12:00:00,0.1,0.331,0.031,0.069,0.001,1,0,0,0,3
BVR,50,2016-07-28 12:00:00,3,0.365,0.034,0.078,0.003,1,0,0,0,0
BVR,50,2016-07-28 12:00:00,6,0.372,0.084,0.006,0.016,1,0,0,0,0
BVR,50,2016-07-28 12:00:00,9,2.967,1.331,2.97,1.48,1,0,0,0,0
BVR,50,2016-07-28 12:00:00,11,12.365,2.576,12.211,2.544,1,0,0,0,0
FCR,50,2016-08-01 12:00:00,0.1,0.258,0.026,0.044,0.011,1,0,0,0,0
FCR,50,2016-08-01 12:00:00,1.6,0.25,0.025,0.051,0.011,1,0,0,0,0
FCR,50,2016-08-01 12:00:00,3.8,0.296,0.036,0.018,0.009,1,0,0,0,0
FCR,50,2016-08-01 12:00:00,5,0.381,0.05,0.013,0.014,1,0,0,0,0
FCR,50,2016-08-01 12:00:00,6.2,1.57,0.398,0.068,0.295,1,0,0,0,0
FCR,50,2016-08-01 12:00:00,8,1.228,1.052,0.016,0.853,1,0,0,0,0
FCR,50,2016-08-01 12:00:00,9,1.02,1.576,0.01,1.49,1,0,0,0,0
FCR,50,2016-08-08 12:00:00,0.1,0.317,0.019,0.093,0.008,1,0,0,0,0
FCR,50,2016-08-08 12:00:00,1.6,0.283,0.019,0.082,0.009,1,0,0,0,0
FCR,50,2016-08-08 12:00:00,3.8,0.43,0.029,0.058,0.021,1,0,0,0,0
FCR,50,2016-08-08 12:00:00,5,0.808,0.249,0.016,0.227,1,0,0,0,0
FCR,50,2016-08-08 12:00:00,6.2,1.944,0.523,0.028,0.499,1,0,0,0,0
FCR,50,2016-08-08 12:00:00,8,1.292,0.718,0.015,0.71,1,0,0,0,0
FCR,50,2016-08-08 12:00:00,9,1.017,0.686,0.036,0.639,1,0,0,0,0
BVR,50,2016-08-11 12:00:00,0.1,0.416,0.025,0.131,0.001,1,0,0,0,3
BVR,50,2016-08-11 12:00:00,3,0.429,0.03,0.083,0.003,1,0,0,0,0
BVR,50,2016-08-11 12:00:00,6,0.521,0.195,0.009,0.034,1,0,0,0,0
BVR,50,2016-08-11 12:00:00,9,11.739,3.508,10.352,3.27,1,0,0,0,0
BVR,50,2016-08-11 12:00:00,11,23.81,3.654,23.304,3.619,1,0,0,0,0
FCR,50,2016-08-15 12:00:00,0.1,0.31,0.017,0.129,0.006,1,0,0,0,0
FCR,50,2016-08-15 12:00:00,1.6,0.293,0.014,0.137,0.003,1,0,0,0,0
FCR,50,2016-08-15 12:00:00,3.8,0.122,0.015,0.511,0.035,1,0,0,0,0
FCR,50,2016-08-15 12:00:00,5,1.038,0.472,0.04,0.426,1,0,0,0,0
FCR,50,2016-08-15 12:00:00,6.2,8.353,1.168,7.37,1.134,1,0,0,0,0
FCR,50,2016-08-15 12:00:00,8,3.493,1.607,1.905,1.498,1,0,0,0,0
FCR,50,2016-08-15 12:00:00,9,1.838,2.04,0.08,1.939,1,0,0,0,0
BVR,50,2016-08-16 12:00:00,0.1,0.319,0.019,0.132,0.001,1,0,0,0,3
BVR,50,2016-08-16 12:00:00,3,0.405,0.027,0.147,0.001,1,0,0,0,3
BVR,50,2016-08-16 12:00:00,6,0.474,0.07,0.016,0.005,1,0,0,0,0
BVR,50,2016-08-16 12:00:00,9,6.641,2.872,6.041,2.888,1,0,0,0,0
BVR,50,2016-08-16 12:00:00,11,16.222,3.104,15.411,3.072,1,0,0,0,0
BVR,50,2016-08-23 12:00:00,0.1,0.398,0.021,0.12,0.001,1,0,0,0,3
BVR,50,2016-08-23 12:00:00,3,0.399,0.025,0.107,0.007,1,0,0,0,0
BVR,50,2016-08-23 12:00:00,6,0.248,0.03,0.004,0.006,1,0,0,3,0
BVR,50,2016-08-23 12:00:00,9,14.598,3.693,14.369,3.67,1,0,0,0,0
BVR,50,2016-08-23 12:00:00,11,22.854,3.708,22.55,3.692,1,0,0,0,0
FCR,50,2016-08-26 12:00:00,0.1,0.365,0.018,0.073,0.006,1,0,0,0,0
FCR,50,2016-08-26 12:00:00,1.6,0.361,0.016,0.053,0.003,1,0,0,0,0
FCR,50,2016-08-26 12:00:00,3.8,0.602,0.046,0.073,0.025,1,0,0,0,0
FCR,50,2016-08-26 12:00:00,5,2.28,0.604,0.172,0.481,1,0,0,0,0
FCR,50,2016-08-26 12:00:00,6.2,4.913,0.656,4.761,0.915,1,0,0,0,0
FCR,50,2016-08-26 12:00:00,8,1.812,1.939,0.05,1.867,1,0,0,0,0
FCR,50,2016-08-26 12:00:00,9,1.91,2.019,0.037,1.875,1,0,0,0,0
FCR,50,2016-09-02 12:00:00,0.1,0.35,0.02,0.059,0.002,1,0,0,0,0
FCR,50,2016-09-02 12:00:00,1.6,0.376,0.021,0.063,0.002,1,0,0,0,0
FCR,50,2016-09-02 12:00:00,3.8,0.647,0.046,0.011,0.01,1,0,0,0,0
FCR,50,2016-09-02 12:00:00,5,2.406,0.67,0.022,0.658,1,0,0,0,0
FCR,50,2016-09-02 12:00:00,6.2,8.279,1.029,4.176,1.012,1,0,0,0,0
FCR,50,2016-09-02 12:00:00,8,2.705,1.849,0.99,1.795,1,0,0,0,0
FCR,50,2016-09-02 12:00:00,9,3.043,1.733,0.957,1.665,1,0,0,0,0
BVR,50,2016-09-06 12:00:00,0.1,0.444,0.026,0.155,0.001,1,0,0,0,3
BVR,50,2016-09-06 12:00:00,3,0.443,0.028,0.117,0.001,1,0,0,0,3
BVR,50,2016-09-06 12:00:00,6,0.5,0.08,0.004,0.028,1,0,0,3,0
BVR,50,2016-09-06 12:00:00,9,9.891,3.451,9.586,3.457,1,0,0,0,0
BVR,50,2016-09-06 12:00:00,11,25.198,3.831,25.346,3.875,1,0,0,0,0
FCR,50,2016-09-09 12:00:00,0.1,0.237,0.016,0.055,0.003,1,0,0,0,0
FCR,50,2016-09-09 12:00:00,1.6,0.255,0.016,0.073,0.001,1,0,0,0,3
FCR,50,2016-09-09 12:00:00,3.8,0.324,0.023,0.044,0.002,1,0,0,0,0
FCR,50,2016-09-09 12:00:00,5,0.85,0.662,0.008,0.632,1,0,0,0,0
FCR,50,2016-09-09 12:00:00,6.2,11.473,1.47,8.6,1.474,1,0,0,0,0
FCR,50,2016-09-09 12:00:00,8,1.527,1.967,0.076,1.879,1,0,0,0,0
FCR,50,2016-09-09 12:00:00,9,1.375,1.935,0.011,1.834,1,0,0,0,0
FCR,50,2016-09-20 12:00:00,0.1,,,,,1,2,2,2,2
FCR,50,2016-09-20 12:00:00,1.6,0.85,0.626,0.085,0.003,1,0,0,0,0
FCR,50,2016-09-20 12:00:00,3.8,0.265,0.027,0.094,0.007,1,0,0,0,0
FCR,50,2016-09-20 12:00:00,5,0.85,0.626,0.089,0.493,1,0,0,0,0
FCR,50,2016-09-20 12:00:00,6.2,,,,,1,2,2,2,2
FCR,50,2016-09-20 12:00:00,8,2.405,1.984,0.529,1.891,1,0,0,0,0
FCR,50,2016-09-20 12:00:00,9,2.111,1.754,0.431,1.692,1,0,0,0,0
BVR,50,2016-09-27 12:00:00,0.1,0.482,0.036,0.149,0.005,1,0,0,0,0
BVR,50,2016-09-27 12:00:00,3,0.482,0.036,0.135,0.005,1,0,0,0,0
BVR,50,2016-09-27 12:00:00,6,0.741,0.368,0.065,0.354,1,0,0,0,0
BVR,50,2016-09-27 12:00:00,9,12.658,3.985,11.429,3.906,1,0,0,0,0
BVR,50,2016-09-27 12:00:00,11,25.726,4.03,26.363,3.995,1,0,0,0,0
FCR,50,2016-10-07 12:00:00,0.1,0.34,0.032,0.113,0.008,1,0,0,0,0
FCR,50,2016-10-07 12:00:00,1.6,0.357,0.03,0.085,0.003,1,0,0,0,0
FCR,50,2016-10-07 12:00:00,3.8,0.401,0.037,0.119,0.002,1,0,0,0,0
FCR,50,2016-10-07 12:00:00,5,0.413,0.041,0.078,0.003,1,0,0,0,0
FCR,50,2016-10-07 12:00:00,6.2,0.532,0.06,0.114,0.002,1,0,0,0,0
FCR,50,2016-10-07 12:00:00,8,0.835,0.213,0.111,0.075,1,0,0,0,0
FCR,50,2016-10-07 12:00:00,9,1.076,0.404,0.049,0.279,1,0,0,0,0
BVR,50,2016-10-11 12:00:00,0.1,0.42,0.144,0.12,0.027,1,0,0,0,0
BVR,50,2016-10-11 12:00:00,3,0.419,0.146,0.11,0.027,1,0,0,0,0
BVR,50,2016-10-11 12:00:00,6,0.411,0.139,0.142,0.027,1,0,0,0,0
BVR,50,2016-10-11 12:00:00,9,5.301,1.876,5.161,1.859,1,0,0,0,0
BVR,50,2016-10-11 12:00:00,11,25.104,3.897,24.3,3.826,1,0,0,0,0
FCR,50,2016-10-14 12:00:00,0.1,0.339,0.03,0.059,0.008,1,0,0,0,0
FCR,50,2016-10-14 12:00:00,1.6,0.341,0.032,0.07,0.002,1,0,0,0,0
FCR,50,2016-10-14 12:00:00,3.8,0.379,0.038,0.102,0.002,1,0,0,0,0
FCR,50,2016-10-14 12:00:00,5,0.384,0.041,0.072,0.001,1,0,0,0,3
FCR,50,2016-10-14 12:00:00,6.2,0.428,0.048,0.075,0.002,1,0,0,0,0
FCR,50,2016-10-14 12:00:00,8,0.443,0.055,0.066,0.002,1,0,0,0,0
FCR,50,2016-10-14 12:00:00,9,0.529,0.066,0.054,0.003,1,0,0,0,0
BVR,50,2016-10-25 12:00:00,0.1,0.992,0.279,0.189,0.262,1,0,0,0,0
BVR,50,2016-10-25 12:00:00,3,0.976,0.278,0.2,0.262,1,0,0,0,0
BVR,50,2016-10-25 12:00:00,6,1.014,0.283,0.209,0.263,1,0,0,0,0
BVR,50,2016-10-25 12:00:00,9,3.153,0.615,2.068,0.595,1,0,0,0,0
BVR,50,2016-10-25 12:00:00,11,29.408,3.676,28.95,3.686,1,0,0,0,0
FCR,50,2017-02-27 12:00:00,0.1,0.398,0.021,0.125,0.005,1,0,0,0,0
FCR,50,2017-02-27 12:00:00,1.6,0.404,0.027,0.116,0.012,1,0,0,0,0
