"datetime","schmidt.stability"
2021-05-25 23:10:00,35.9238829523407
2021-05-25 23:20:00,36.0918788902511
2021-05-25 23:30:00,36.1185808220255
2021-05-25 23:40:00,36.1746106735391
2021-05-25 23:50:00,36.128262637069
2021-05-26 00:00:00,36.2434521895305
2021-05-26 00:10:00,36.28397063107
2021-05-26 00:20:00,36.1907605210935
2021-05-26 00:30:00,36.120024555207
2021-05-26 00:40:00,35.9430684059347
2021-05-26 00:50:00,35.7884090659573
2021-05-26 01:00:00,35.6527591769988
2021-05-26 01:10:00,35.6414335936525
2021-05-26 01:20:00,35.7123202130174
2021-05-26 01:30:00,35.7391015309022
2021-05-26 01:40:00,35.4587486317281
2021-05-26 01:50:00,35.5800508051473
2021-05-26 02:00:00,35.5817057638436
2021-05-26 02:10:00,35.6472217220503
2021-05-26 02:20:00,35.9863307425739
2021-05-26 02:30:00,36.0751811051972
2021-05-26 02:40:00,36.1222046450667
2021-05-26 02:50:00,36.2008616136719
2021-05-26 03:00:00,36.1760847146155
2021-05-26 03:10:00,36.0684204582503
2021-05-26 03:20:00,36.0487862683805
2021-05-26 03:30:00,36.1079900800937
2021-05-26 03:40:00,36.0204379346964
2021-05-26 03:50:00,35.9223028835619
2021-05-26 04:00:00,35.964017501124
2021-05-26 04:10:00,35.8876173697534
2021-05-26 04:20:00,35.7207180223562
2021-05-26 04:30:00,35.7158067795493
2021-05-26 04:40:00,35.6220697201872
2021-05-26 04:50:00,35.5971709104982
2021-05-26 05:00:00,35.5787091903667
2021-05-26 05:10:00,35.5137324889985
2021-05-26 05:20:00,35.4523701443888
2021-05-26 05:30:00,35.4439584551316
2021-05-26 05:40:00,35.3730542343034
2021-05-26 05:50:00,35.2887775953341
2021-05-26 06:00:00,35.1926762719928
2021-05-26 06:10:00,35.1155857873206
2021-05-26 06:20:00,35.1255448092501
2021-05-26 06:30:00,35.0651944159593
2021-05-26 06:40:00,35.0246596923342
2021-05-26 06:50:00,34.9709785951534
2021-05-26 07:00:00,34.9911095026577
2021-05-26 07:10:00,35.1973934086543
2021-05-26 07:20:00,35.1845913641992
