"","DateTime","Status","200","202.5","205","207.5","210","212.5","215","217.5","220","222.5","225","227.5","230","232.5","235","237.5","240","242.5","245","247.5","250","252.5","255","257.5","260","262.5","265","267.5","270","272.5","275","277.5","280","282.5","285","287.5","290","292.5","295","297.5","300","302.5","305","307.5","310","312.5","315","317.5","320","322.5","325","327.5","330","332.5","335","337.5","340","342.5","345","347.5","350","352.5","355","357.5","360","362.5","365","367.5","370","372.5","375","377.5","380","382.5","385","387.5","390","392.5","395","397.5","400","402.5","405","407.5","410","412.5","415","417.5","420","422.5","425","427.5","430","432.5","435","437.5","440","442.5","445","447.5","450","452.5","455","457.5","460","462.5","465","467.5","470","472.5","475","477.5","480","482.5","485","487.5","490","492.5","495","497.5","500","502.5","505","507.5","510","512.5","515","517.5","520","522.5","525","527.5","530","532.5","535","537.5","540","542.5","545","547.5","550","552.5","555","557.5","560","562.5","565","567.5","570","572.5","575","577.5","580","582.5","585","587.5","590","592.5","595","597.5","600","602.5","605","607.5","610","612.5","615","617.5","620","622.5","625","627.5","630","632.5","635","637.5","640","642.5","645","647.5","650","652.5","655","657.5","660","662.5","665","667.5","670","672.5","675","677.5","680","682.5","685","687.5","690","692.5","695","697.5","700","702.5","705","707.5","710","712.5","715","717.5","720","722.5","725","727.5","730","732.5","Valve","Measurement time"
"1",2021-05-26 14:08:14,"Ok",9.2828,8.8457,8.439,8.0516,7.6961,7.4453,7.2712,7.1198,6.9845,6.8875,6.7836,6.6567,6.552,6.4607,6.3861,6.3052,6.2345,6.1554,6.0919,6.024,5.9464,5.9123,5.8886,5.8594,5.7653,5.7069,5.6953,5.6411,5.5854,5.5269,5.48,5.4273,5.3678,5.3151,5.2489,5.2068,5.153,5.0909,5.0427,4.9809,4.9284,4.9025,4.8762,4.8242,4.7931,4.7737,4.73,4.683,4.6782,4.6595,4.6091,4.5865,4.5711,4.5496,4.5151,4.4874,4.4772,4.4527,4.415,4.3888,4.3787,4.3536,4.3363,4.3326,4.2731,4.2371,4.2387,4.2094,4.1742,4.1383,4.1161,4.0987,4.0729,4.1093,4.1697,4.2086,4.2272,4.2106,4.2117,4.1942,4.1274,4.0967,4.0607,4.0268,4.0417,4.021,3.9638,3.9381,3.8944,3.8845,3.9049,3.8756,3.8588,3.8298,3.8205,3.8497,3.86,3.8094,3.779,3.7977,3.7809,3.7552,3.779,3.7649,3.7225,3.7347,3.7428,3.7034,3.691,3.7177,3.7094,3.7229,3.7457,3.6987,3.6373,3.6788,3.6806,3.6386,3.6756,3.6834,3.6791,3.6493,3.636,3.6364,3.5995,3.6143,3.6503,3.6033,3.5616,3.596,3.6092,3.6172,3.5637,3.5376,3.5747,3.5495,3.5443,3.54,3.5278,3.5323,3.5354,3.5203,3.4772,3.4909,3.5087,3.5276,3.4991,3.4839,3.5402,3.4679,3.4209,3.4992,3.4905,3.4522,3.4534,3.4764,3.4886,3.4341,3.3805,3.4368,3.4596,3.4091,3.4193,3.4114,3.3661,3.3736,3.4073,3.415,3.3695,3.3161,3.3469,3.3937,3.3785,3.3678,3.3868,3.4137,3.386,3.3026,3.2955,3.362,3.3557,3.3613,3.3947,3.3722,3.2924,3.2075,3.239,3.315,3.3533,3.3845,3.3462,3.3084,3.3423,3.2886,3.1887,3.2423,3.3171,3.2839,3.2731,3.2884,3.2999,3.2398,3.1668,3.2288,3.2199,3.1897,3.2033,3.1573,3.1353,3.1109,3.0734,3.0062,2.974,3.0015,1,"21/5/26 14:16:27"
"2",2021-05-26 14:17:59,"Ok",9.3916,8.8432,8.3595,7.9251,7.5488,7.2888,7.1169,6.9558,6.8166,6.7289,6.6358,6.5137,6.4124,6.326,6.253,6.1751,6.1103,6.0361,5.9761,5.917,5.8493,5.8191,5.801,5.7786,5.6931,5.6415,5.6322,5.5818,5.5353,5.4852,5.4449,5.3991,5.3521,5.308,5.2434,5.2087,5.1652,5.1158,5.0772,5.0178,4.9713,4.9511,4.9311,4.8815,4.8552,4.8411,4.8038,4.7641,4.7558,4.7426,4.6994,4.6774,4.6658,4.6434,4.6117,4.5933,4.5798,4.5515,4.5224,4.5008,4.4886,4.4595,4.4436,4.4526,4.3984,4.3544,4.3499,4.3226,4.2885,4.2521,4.2372,4.2265,4.1932,4.2358,4.3065,4.3349,4.3483,4.3433,4.341,4.3198,4.2585,4.2244,4.184,4.1536,4.1618,4.1426,4.0976,4.0666,4.0206,4.0178,4.0406,4.012,3.9915,3.9633,3.9578,3.9885,3.992,3.9452,3.9192,3.9303,3.9151,3.8957,3.914,3.8906,3.8559,3.8663,3.8672,3.8332,3.8227,3.8398,3.8319,3.8467,3.8719,3.8275,3.7662,3.8089,3.8147,3.7684,3.7972,3.7966,3.8024,3.7749,3.7525,3.7559,3.7145,3.7223,3.7637,3.7238,3.6821,3.7076,3.7187,3.7352,3.6847,3.6526,3.6914,3.6759,3.6609,3.6459,3.6363,3.6465,3.6489,3.6255,3.5805,3.5965,3.6044,3.6203,3.6029,3.5919,3.6432,3.5701,3.529,3.5983,3.587,3.5553,3.5515,3.5718,3.5834,3.5266,3.479,3.536,3.56,3.5177,3.5252,3.5063,3.4603,3.4792,3.507,3.5027,3.4633,3.4181,3.4431,3.479,3.4602,3.4668,3.4946,3.5088,3.4791,3.3969,3.3861,3.4527,3.4473,3.4309,3.4607,3.4612,3.3896,3.2877,3.3228,3.4061,3.44,3.4587,3.4112,3.388,3.4395,3.3851,3.2682,3.3314,3.4211,3.3699,3.3357,3.3513,3.3746,3.3223,3.2538,3.3012,3.3015,3.2775,3.2636,3.208,3.1861,3.1705,3.1536,3.0907,3.0507,3.0778,2,"21/5/26 14:26:13"
"3",2021-05-26 14:27:44,"Ok",5.9763,6.0006,5.9395,5.8176,5.6759,5.5638,5.4851,5.4075,5.3388,5.2979,5.2474,5.1662,5.0901,5.0338,4.9923,4.9454,4.9078,4.8556,4.8156,4.7753,4.7242,4.7099,4.7018,4.686,4.6135,4.5759,4.5777,4.5366,4.497,4.4582,4.4396,4.4037,4.361,4.3358,4.2888,4.2768,4.2444,4.2011,4.1779,4.1316,4.1017,4.0915,4.0859,4.0446,4.0257,4.0246,3.9967,3.9698,3.9803,3.9702,3.9267,3.9163,3.9223,3.9165,3.8923,3.8785,3.8764,3.8616,3.8404,3.8263,3.8264,3.8097,3.7963,3.8122,3.7594,3.7227,3.7407,3.7214,3.6969,3.6456,3.6028,3.5761,3.535,3.5769,3.6422,3.6676,3.6902,3.7036,3.7203,3.7212,3.6939,3.6865,3.6611,3.64,3.6588,3.6556,3.6224,3.5982,3.5533,3.5531,3.5836,3.557,3.5376,3.518,3.5136,3.5427,3.5485,3.503,3.4757,3.4923,3.4848,3.4746,3.4965,3.4649,3.4359,3.4597,3.4642,3.4268,3.4129,3.4379,3.4393,3.4541,3.4808,3.4334,3.373,3.4189,3.4289,3.3857,3.4167,3.4236,3.4372,3.4043,3.3827,3.4013,3.3611,3.3593,3.4048,3.3742,3.3347,3.3586,3.3725,3.3915,3.3403,3.3184,3.3631,3.3517,3.3397,3.3189,3.3145,3.3376,3.3519,3.332,3.2837,3.2971,3.3102,3.3295,3.3147,3.3022,3.3498,3.2892,3.2496,3.3104,3.2926,3.2672,3.2774,3.2987,3.3113,3.2544,3.2076,3.2577,3.2845,3.2557,3.2526,3.2286,3.1943,3.2159,3.2452,3.2443,3.2155,3.1651,3.1683,3.2066,3.2061,3.2151,3.2328,3.2462,3.236,3.1567,3.131,3.2054,3.2157,3.2016,3.2216,3.2155,3.1571,3.0669,3.086,3.156,3.1981,3.2339,3.1943,3.1689,3.2051,3.1438,3.0423,3.1052,3.1822,3.1333,3.1039,3.1333,3.1707,3.1203,3.0453,3.098,3.0978,3.0682,3.0655,3.0144,2.9991,2.9765,2.9597,2.9179,2.8769,2.8836,3,"21/5/26 14:35:58"
"4",2021-05-26 14:37:29,"Ok",6.0129,6.021,5.9372,5.8147,5.6777,5.5834,5.5357,5.4916,5.4498,5.4365,5.4059,5.3427,5.29,5.2511,5.2287,5.1826,5.1382,5.0764,5.0165,4.9597,4.8984,4.8751,4.857,4.8273,4.753,4.7185,4.7169,4.6807,4.6512,4.614,4.5955,4.5715,4.5378,4.5091,4.4588,4.4448,4.4198,4.3916,4.3728,4.3247,4.2911,4.2753,4.2608,4.2197,4.2031,4.1968,4.1656,4.1403,4.1442,4.1342,4.0975,4.0851,4.0856,4.0738,4.0415,4.0239,4.0206,4.009,3.9901,3.9695,3.9684,3.9487,3.9406,3.9655,3.9111,3.8673,3.8716,3.8322,3.792,3.7311,3.6816,3.6502,3.6016,3.6364,3.6985,3.7228,3.7511,3.7675,3.7777,3.7725,3.7353,3.7255,3.7031,3.6749,3.6808,3.6745,3.6383,3.6047,3.5554,3.5527,3.5811,3.5527,3.528,3.5054,3.5023,3.5278,3.5261,3.4824,3.4535,3.464,3.4583,3.4433,3.46,3.4253,3.3947,3.4242,3.4277,3.391,3.3783,3.4014,3.4027,3.4117,3.435,3.3811,3.3195,3.3614,3.3708,3.3309,3.3594,3.3636,3.3845,3.3468,3.319,3.348,3.3068,3.2954,3.3368,3.305,3.2652,3.2959,3.3049,3.3179,3.261,3.2392,3.2898,3.277,3.262,3.2336,3.2325,3.2607,3.2747,3.2552,3.2095,3.2236,3.2318,3.2503,3.239,3.2245,3.2688,3.2143,3.1776,3.2302,3.2099,3.1885,3.2024,3.2241,3.2313,3.1751,3.1288,3.1668,3.1864,3.1698,3.1688,3.1385,3.1073,3.125,3.1475,3.1452,3.127,3.091,3.0856,3.1161,3.1172,3.1306,3.1448,3.1526,3.1491,3.0707,3.0409,3.1114,3.1211,3.1038,3.119,3.122,3.0728,2.9856,2.9912,3.0576,3.114,3.1424,3.0917,3.0696,3.1137,3.0489,2.9396,3.0007,3.0807,3.0324,3.0077,3.0283,3.071,3.0359,2.9562,3.0029,3.0004,2.9654,2.9539,2.9028,2.8889,2.8799,2.8722,2.8209,2.7758,2.7852,4,"21/5/26 14:45:43"
"5",2021-05-26 14:47:14,"Ok",8.1176,8.0778,7.9365,7.7709,7.6026,7.484,7.4284,7.3668,7.3103,7.2861,7.2399,7.1666,7.1099,7.0573,7.0118,6.938,6.8645,6.781,6.6985,6.6167,6.5371,6.4918,6.4384,6.3716,6.2843,6.2435,6.2215,6.1633,6.1186,6.0673,6.0333,5.9919,5.9432,5.9028,5.8377,5.8084,5.7717,5.7269,5.6915,5.6347,5.5934,5.5673,5.5383,5.483,5.4523,5.4342,5.3888,5.3387,5.326,5.3006,5.2507,5.2252,5.2054,5.1781,5.1361,5.1073,5.0851,5.0564,5.0277,4.9923,4.9718,4.936,4.9103,4.9163,4.8433,4.7825,4.7729,4.7171,4.6557,4.5817,4.5191,4.4692,4.413,4.4379,4.4812,4.4907,4.5037,4.5007,4.4945,4.475,4.4073,4.3701,4.329,4.2835,4.2771,4.259,4.2081,4.1543,4.0861,4.0692,4.0901,4.0546,4.0165,3.9807,3.9634,3.9755,3.9643,3.9141,3.8737,3.8713,3.8654,3.8488,3.8514,3.8049,3.7702,3.7968,3.7934,3.7523,3.7353,3.7505,3.7508,3.7524,3.7694,3.708,3.6437,3.6828,3.6866,3.6468,3.6754,3.6749,3.6874,3.6461,3.615,3.639,3.5933,3.5739,3.6082,3.577,3.5364,3.5613,3.5658,3.5749,3.5113,3.4879,3.5355,3.5144,3.4985,3.4675,3.4625,3.4959,3.5118,3.4814,3.4297,3.4426,3.4517,3.4632,3.4455,3.4293,3.469,3.4124,3.3796,3.4289,3.4107,3.3898,3.393,3.4102,3.4183,3.363,3.3179,3.3526,3.3679,3.3498,3.3499,3.3234,3.2868,3.2984,3.3255,3.3217,3.2993,3.2624,3.2468,3.2745,3.286,3.2931,3.3,3.3201,3.3202,3.2307,3.1954,3.2693,3.2837,3.2645,3.2675,3.2728,3.2349,3.1377,3.1407,3.2002,3.2543,3.2907,3.2405,3.2121,3.2572,3.2069,3.098,3.1475,3.2177,3.1703,3.1415,3.1606,3.2067,3.1722,3.0985,3.1471,3.1408,3.0999,3.086,3.0359,3.0211,3.015,3.0134,2.9536,2.9019,2.9181,5,"21/5/26 14:55:28"
"6",2021-05-26 14:56:59,"Ok",9.8941,9.6938,9.4221,9.1266,8.8672,8.7065,8.6195,8.538,8.4651,8.4234,8.3652,8.2859,8.2193,8.1402,8.0621,7.9521,7.8445,7.7313,7.6198,7.5077,7.3946,7.3111,7.2231,7.1323,7.0311,6.9698,6.9195,6.8398,6.7767,6.7048,6.6525,6.5923,6.5195,6.4619,6.3868,6.3463,6.2974,6.2364,6.188,6.123,6.0739,6.0365,5.9983,5.9342,5.8925,5.864,5.8087,5.7483,5.724,5.6856,5.6257,5.5931,5.5664,5.5311,5.4832,5.446,5.4131,5.3737,5.3363,5.2917,5.2639,5.2175,5.1782,5.178,5.098,5.0298,5.0147,4.955,4.8965,4.8188,4.7473,4.7,4.6486,4.6707,4.7146,4.719,4.7198,4.711,4.6966,4.6656,4.5886,4.5399,4.4887,4.4352,4.4144,4.387,4.3305,4.2683,4.1952,4.1771,4.193,4.1522,4.1085,4.0658,4.0439,4.0531,4.042,3.9878,3.9427,3.9394,3.9311,3.9125,3.9135,3.8633,3.827,3.8566,3.8515,3.8067,3.786,3.7995,3.7995,3.7983,3.8187,3.7597,3.6995,3.7355,3.734,3.6946,3.7195,3.7132,3.724,3.6819,3.648,3.6715,3.6277,3.6071,3.6372,3.6031,3.5637,3.5898,3.5921,3.602,3.5409,3.5154,3.5616,3.5419,3.5213,3.49,3.4902,3.5207,3.5303,3.4977,3.4491,3.4634,3.4634,3.4721,3.4613,3.4445,3.4813,3.4258,3.3929,3.4455,3.422,3.3971,3.4064,3.4247,3.4296,3.3712,3.3213,3.3504,3.3701,3.3613,3.353,3.3228,3.2966,3.3101,3.3288,3.3174,3.2948,3.2725,3.2597,3.2736,3.2893,3.3055,3.305,3.3166,3.3167,3.2306,3.2003,3.276,3.2803,3.2638,3.2728,3.2726,3.2347,3.1385,3.1408,3.1994,3.2492,3.2813,3.2257,3.1974,3.25,3.2066,3.1002,3.1477,3.2215,3.1664,3.1311,3.1561,3.2062,3.1728,3.0995,3.1512,3.1401,3.0895,3.0838,3.0457,3.0348,3.0197,3.0156,2.9585,2.894,2.9114,6,"21/5/26 15:5:13"
"7",2021-05-26 15:06:44,"Ok",13.151,12.5545,11.9958,11.4921,11.0359,10.6904,10.4564,10.2388,10.0256,9.8517,9.655,9.4599,9.3225,9.1614,8.9813,8.7642,8.5541,8.363,8.1915,8.0275,7.8825,7.7752,7.6543,7.5143,7.3744,7.2894,7.2044,7.0789,6.9715,6.8539,6.7515,6.654,6.5428,6.4286,6.2925,6.1973,6.1092,6.0175,5.9332,5.8269,5.7366,5.6623,5.5896,5.4942,5.4264,5.3803,5.3126,5.2397,5.2049,5.1589,5.0834,5.0364,5.0012,4.9562,4.8939,4.8352,4.7975,4.7593,4.7199,4.6759,4.6408,4.603,4.58,4.5942,4.5263,4.4557,4.4323,4.3718,4.3194,4.2681,4.2468,4.2474,4.224,4.2713,4.34,4.3676,4.3859,4.3817,4.3685,4.3388,4.2465,4.1903,4.1436,4.0934,4.08,4.0641,4.0084,3.9422,3.87,3.8516,3.8748,3.8455,3.8119,3.7826,3.773,3.7896,3.7861,3.7433,3.7042,3.7063,3.7057,3.694,3.7,3.6553,3.6236,3.6592,3.66,3.6222,3.6083,3.624,3.6277,3.6279,3.644,3.5828,3.5274,3.5646,3.5657,3.5336,3.5638,3.5649,3.5834,3.5483,3.5202,3.5494,3.5088,3.4938,3.5276,3.4962,3.4612,3.4916,3.4988,3.5081,3.4483,3.4289,3.4773,3.4605,3.4423,3.4156,3.4185,3.4534,3.4673,3.4382,3.3946,3.4122,3.4172,3.4326,3.4232,3.4066,3.4464,3.3935,3.3664,3.4181,3.3965,3.3766,3.3878,3.4123,3.4185,3.3617,3.3167,3.3439,3.3622,3.3593,3.3609,3.3261,3.2962,3.3139,3.3317,3.3281,3.3129,3.2901,3.2754,3.2911,3.3027,3.3169,3.3196,3.334,3.3494,3.267,3.2287,3.3035,3.3136,3.298,3.3063,3.3076,3.2692,3.1755,3.1802,3.2353,3.288,3.3302,3.2828,3.2571,3.3058,3.2515,3.1509,3.2019,3.268,3.2139,3.1891,3.2056,3.252,3.2217,3.1463,3.1968,3.1785,3.1275,3.1198,3.0797,3.0659,3.0592,3.0552,2.9855,2.927,2.9537,7,"21/5/26 15:14:58"
"8",2021-05-28 10:19:29,"Ok",9.5673,9.1834,8.7999,8.4339,8.093,7.8523,7.6958,7.5442,7.4,7.2875,7.1671,7.0482,6.9636,6.8632,6.7712,6.6867,6.624,6.5531,6.4928,6.4344,6.355,6.318,6.2761,6.2491,6.1771,6.1171,6.096,6.043,5.9905,5.9317,5.8797,5.819,5.7577,5.7026,5.6306,5.5924,5.5365,5.4681,5.4163,5.3584,5.316,5.2877,5.2561,5.2005,5.1773,5.1596,5.1087,5.0634,5.0463,5.0235,4.9768,4.9592,4.9423,4.9085,4.8766,4.8437,4.826,4.8072,4.7762,4.7404,4.72,4.6941,4.6793,4.6769,4.616,4.5825,4.5839,4.5552,4.5315,4.4913,4.4612,4.4466,4.409,4.441,4.5062,4.5452,4.563,4.5533,4.5552,4.5373,4.4724,4.4347,4.4057,4.3821,4.3982,4.3773,4.3096,4.2631,4.2222,4.234,4.2713,4.2525,4.2274,4.19,4.1891,4.2085,4.2167,4.1836,4.1485,4.1592,4.1397,4.1263,4.1498,4.1263,4.0917,4.1047,4.107,4.0766,4.0591,4.0808,4.0866,4.0943,4.1091,4.0633,4.0174,4.0623,4.052,4.0029,4.0384,4.043,4.0449,4.0212,4.0067,4.0039,3.9631,3.9851,4.0285,3.9785,3.9324,3.9588,3.9682,3.9869,3.938,3.903,3.9324,3.9138,3.9215,3.9085,3.8938,3.8864,3.8898,3.8865,3.8428,3.858,3.8731,3.8963,3.8664,3.8428,3.8969,3.8247,3.7958,3.8666,3.8573,3.8228,3.8088,3.8281,3.8501,3.8037,3.7516,3.8137,3.8458,3.7849,3.7861,3.793,3.739,3.7391,3.7741,3.7722,3.7298,3.6919,3.7138,3.7464,3.731,3.7156,3.7485,3.7894,3.7709,3.6907,3.6651,3.7225,3.7143,3.7084,3.7489,3.7517,3.6754,3.5787,3.6058,3.6703,3.703,3.7312,3.7013,3.6935,3.7249,3.6503,3.5564,3.6196,3.6779,3.6379,3.6321,3.6523,3.6748,3.6088,3.5334,3.6027,3.5863,3.5366,3.5588,3.5253,3.4856,3.4741,3.4589,3.3872,3.3443,3.3672,1,"21/5/28 10:27:43"
"9",2021-05-28 10:29:14,"Ok",10.2178,9.6453,9.1518,8.7136,8.3332,8.0644,7.8914,7.7461,7.6159,7.4992,7.3782,7.27,7.178,7.0821,7.0046,6.9276,6.8665,6.7909,6.7272,6.6666,6.5821,6.5428,6.5056,6.4855,6.4092,6.3489,6.3354,6.2871,6.2443,6.195,6.1518,6.1076,6.0601,6.0132,5.9438,5.9075,5.8699,5.8167,5.771,5.7148,5.666,5.635,5.6062,5.5519,5.5318,5.5167,5.4664,5.4247,5.4127,5.3957,5.3482,5.3218,5.3036,5.28,5.2528,5.2183,5.1971,5.1767,5.1473,5.1157,5.0981,5.0732,5.0636,5.0739,5.0192,4.9803,4.9682,4.9312,4.896,4.8528,4.8389,4.8353,4.792,4.8227,4.8992,4.9384,4.9524,4.9383,4.9332,4.9179,4.849,4.8073,4.7745,4.7504,4.7614,4.7391,4.6781,4.6279,4.5744,4.5916,4.6414,4.6184,4.5847,4.5515,4.5497,4.5718,4.5749,4.5432,4.514,4.5118,4.4879,4.4779,4.4979,4.4636,4.4333,4.4471,4.4452,4.4125,4.3952,4.416,4.4188,4.4284,4.4447,4.3938,4.3493,4.3936,4.3861,4.3362,4.3622,4.3614,4.3709,4.3436,4.321,4.3255,4.2803,4.2963,4.3382,4.2886,4.2467,4.2726,4.2792,4.2954,4.2498,4.2137,4.2375,4.2196,4.2172,4.2053,4.197,4.1836,4.1813,4.1811,4.137,4.141,4.1497,4.1751,4.1562,4.1339,4.1792,4.1098,4.0871,4.1461,4.1308,4.102,4.0887,4.1031,4.1219,4.0764,4.0249,4.08,4.1051,4.0605,4.0663,4.0632,4.0109,4.0161,4.0499,4.044,4.0001,3.9615,3.9834,4.0044,3.9882,4.0023,4.0307,4.0494,4.0408,3.9694,3.9328,3.974,3.968,3.9714,4.0055,4.0024,3.9379,3.8415,3.8742,3.9418,3.9576,3.9826,3.953,3.957,3.9948,3.9245,3.8207,3.8785,3.9487,3.895,3.8856,3.8943,3.9005,3.8449,3.7761,3.8433,3.8333,3.7778,3.7812,3.746,3.7051,3.6845,3.6822,3.6225,3.563,3.5716,2,"21/5/28 10:37:28"
